Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Nuvola,https://www.crunchbase.com/organization/nuvola,"Nuvola is an internet company that offers a Cloud Services Brokerage that provides strategic guidance, acquisition, integration, deployment, and supports services. for cost-effective, scalable and secure cloud platforms; including Google, Amazon AWS, Okta, and Skyhigh Networks.  The company was founded in 2013 and headquartered in California, United States.","Apps, Cloud Computing, Cloud Data Services, Collaboration, Consulting, Identity Management, Search Engine",http://www.getnuvola.com,"Mountain View, California, United States","Nuvola offers a Cloud Services Brokerage that provides strategic guidance, acquisition, integration, deployment, and support services.","134,880",,,,,,,,,,,,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-01-01,year,2,11-50,"Alan McIntosh, David Giaramita",,,,,
Clickypass,https://www.crunchbase.com/organization/clickyreserva,"Clickypass is a membership program for fitness classes across multiple gyms and studios, making working out more accessible around LatinAmerica.  With the concept of “fitness-sharing” & “experience-sharing”, ClickyPass is changing the way people approach fitness and experiences by giving its members access to a community, making these activities more accesible, flexible, and fun. For a monthly fee, Clickypass users get an all-access membership which allows them to build their own fitness schedule by choosing from thousands of fitness classes and activities in their cities.","Cloud Computing, Sports",http://www.clickypass.com,"Miami, Florida, United States","Clickypass is a membership program for fitness classes and activities across multiple gyms and studios, making working out more accessible.","135,416",,,,,,,,,,,,,"Greater Miami Area, East Coast, Southern US",Active,2013-10-10,day,3,11-50,"Alejandro Silvestre, Ezequiel Bucai, Gonzalo Conde",,,,,
mTusker,https://www.crunchbase.com/organization/mtusker,"mTusker is a business software program accessible online to any company that desires to have a seamless easy system to manage sales, data and production. With this unique program, we combine the best aspects of Do It Yourself and guided professional customization and code development.     Big businesses have had the financial resources to create sophisticated software programs to increase productivity, and accelerate their growth for nearly half a century.","Cloud Computing, SaaS, Software",http://mtusker.com,"Denver, Colorado, United States","mTusker offers businesses with a software program that enables them to manage sales, data, and production.","135,605",,,,,,,,,,,,,"Greater Denver Area, Western US",Active,2015-01-01,year,2,11-50,"Brad Shilling, Scott Shilling",,,,,
Aquadation LLC,https://www.crunchbase.com/organization/aquadation-llc,"In a typical year, expansive soils cause a greater financial loss to property owners than earthquakes, floods, hurricanes and tornadoes combined. Market research puts the annual value of foundation damage somewhere between $9 billion (US Dept. of Housing and Urban Development) and $12.6 billion (Foundation Repair Association). Aquadation is a disruptive, patented foundation repair and maintenance system that uses Internet-connected tilt sensors (with very sensitive accelerometers) mounted on foundations and subsurface drip irrigation systems to level a home.  Their initial customers will be the nation's three largest new home warranty companies (2-10, BBWG and StrucSure). NDAs have been signed with all three companies, and face-to-face meetings have been held with their senior management teams.  Commercial sales are planned for late 2016.","Cloud Computing, Internet of Things, Real Estate",http://aquadation.com,"Austin, Texas, United States","Automated ""Self-Leveling"" Residential Home Foundation Repair System Utilizing IoT Sensors, Cloud Computing and Irrigation Technology","139,545",,,,,,,,,,,,,Southern US,Active,2014-11-01,day,1,1-10,Omar Hakim,,,,,
Tactics Cloud,https://www.crunchbase.com/organization/tactics-cloud,"Tactics Cloud provides sales and marketing insights using billions of strands of publicly available social and business data to help identify individuals and groups with common skills, interests, and relationships. Unlike social media monitoring solutions, Tactics Cloud focuses on social network connections to provide unique insights","Apps, Cloud Computing, Software",http://tacticscloud.com,"New York, New York, United States",Tactics Cloud offers sales and marketing insights that help identify social media users with common skills and interests.,"140,219",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Active,2013-01-01,year,5,1-10,"Ardi Iranmanesh, Brian Jeffcock, Phil Renaud, Stephen Hankinson, Tim Burke",,,,,
Sapient Shopping,https://www.crunchbase.com/organization/sapient-shopping,"The world’s first integrated tech platform for creating intelligent marketplaces powered by artificial intelligence & crowdsourced expertise. Sapient Shopping is re-inventing the online shopping experience, by adding ‘understanding and learning’ to E-Commerce websites.","Artificial Intelligence, Cloud Computing, Consulting, E-Commerce, Marketplace, Retail, Retail Technology",http://www.sapientshopping.com,"Palo Alto, California, United States",Sapient Shopping is an e-commerce platform powered by artificial intelligence.,"141,056",,,,,,,,,,,,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-01-01,year,1,1-10,Faramarz Farhoodi,,,,,
"NEXMachine, LLC",https://www.crunchbase.com/organization/nexmachine-llc,"NEXMachine is the developer of ActivityHub, a mobile that that is used by sales reps to seamlessly capture details about customer interactions during the sales cycle.  As a result, ActivityHub saves sales reps hours that would be spent doing data entry per week while at the same time providing sales management and sales operations unparalleled visibility to activities related to all of the deals in the pipeline.","Cloud Computing, CRM, Software",http://www.activityhub.io,"Peoria, Illinois, United States","Developer of ActivityHub, a mobile productivity app for sales people that automatically captures events in the sales cycle in CRM","142,338",,,,,,,,,,,,,"Great Lakes, Midwestern US",Closed,2013-02-01,day,2,1-10,"Dan Kauppi, Michael Rebello",17,,,,
TeamNow,https://www.crunchbase.com/organization/teamnow,"TeamNow is a cloud-based platform that offers recruitment services to its users. The platform enables business to search for and hire cloud engineering experts that perform projects in AWS, Google, Azure, and Openstack. It offers full-time placements, independent contractors, and project-based billing. Furthermore, it enables its users to apply for jobs by completing personalized profiles for devops engineers, cloud migration engineers, cloud application developers, cloud infrastructure engineers, big data scientists, and cloud solutions architects. TeamNow was founded in 2015.","Cloud Computing, SaaS, Software, Training",http://www.teamnow.com,"Santa Monica, California, United States","TeamNow is an on-demand Cloud staffing platform for teams who are doing projects on AWS, Google and Openstack.","143,278",,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US",Active,2015-12-01,month,1,11-50,Josh Binnie,,,,,
"Dash Data, Inc.",https://www.crunchbase.com/organization/dash-data-inc-,"Dash Data offers cloud-based software and cloud storage systems for businesses. The company also offers services such as workflow analysis, digital workflow consulting, paper conversion, and training. Dash Data was founded in 2014 and is based in Santa Clara, California.","Cloud Computing, Consulting, Developer Tools, Mobile, SaaS, Software",http://www.dashdata.com,"Santa Clara, California, United States",Dash Data offers cloud-based software and cloud storage systems for businesses.,"145,113",,,,,,,,,,,,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-08-01,day,1,1-10,Brett Dashe,,,,,
Squirrell,https://www.crunchbase.com/organization/sqrl,"Sqrl is a web application that enables companies, startups, and enterprises to keep a track of client information and communication. It manages emails, calls, reminders, and other modes of communication with customers. It was founded in January 2013 and is based in Cincinnati, Ohio.","Accounting, Cloud Computing, Collaboration, CRM, Enterprise Software, Network Security, Project Management, SaaS, Software",http://getsqrl.com,"Cincinnati, Ohio, United States","Squirrell is a web application that enables companies, startups, and enterprises to keep a track of client information and communication.","146,025",,,,,,,,,,,,,"Great Lakes, Midwestern US",Active,2013-01-01,year,3,1-10,"Craig Baldwin, Ryan Baker, Ryan Watson",,,,,
MediaOps,https://www.crunchbase.com/organization/devops,"MediaOps is the Premier Global Media Platform for Technical Communities. MediaOps brands, which include DevOps.com, Security Boulevard, Container Journal, Digital Anarchist, DevOps TV, DevOps Chat, DevOps Connect and our co-founding of the DevOps Institute and Accelerated Strategies Group attract and engage a thriving online community of technology professionals around the world.","Cloud Computing, Communities, Continuing Education, Cyber Security, Developer Platform, Digital Media, Software",https://mediaops.com,"Boca Raton, Florida, United States","MediaOps are the people behind DevOps.com, Security Boulevard, Container Journal, Digital Anarchist, TechStrong TV and more","148,696",,,,,,,,,,,,,"Greater Miami Area, East Coast, Southern US",Closed,2013-11-01,month,2,11-50,"Alan Shimel, Martin Logan",,,,,
Minecraftly,https://www.crunchbase.com/organization/minecraftly,"Minecraftly is a single sharded orchestration layer that combines infinite virtual worlds into one under an unified namespace, it provides a good user experience for gamers while solving the massive scalability issues that has existed in online gaming for the past 20 years. We create an infinite virtual universe built on top of Minecraft that is community generating. Petabytes of data and hundreds of thousands players capacity inside a single universe. It solves the impossible issues in MMO gaming, which are scalability and network optimization. We joined Expara Accelerator batch in 2016","Cloud Computing, MMO Games, Online Forums, PC Games, Video Games",https://m.ly,"New York, New York, United States",Single Sharded Technology for Massively Multiplayer Games,"148,779",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Closed,2014-01-01,year,1,1-10,Viet York,,,,,
Cafe Learn,https://www.crunchbase.com/organization/cafe-learn,"Café Learn increases student success with a cloud-based platform that enables schools to evolve teaching and learning. Instructors can easily create, share and customize blended, social, and personalized course experiences—with complete content flexibility. They offer the first platform that is centered completely on student success—providing faculty with real time data on student mastery of measurable outcomes.","Cloud Computing, E-Learning, EdTech",http://www.cafelearn.com/,"Stamford, Connecticut, United States","Café Learn is a cloud-based, courseware and service that makes it easy for faculty to shift to blended, outcomes-based course design.","149,099",,,,,,,,,,,,,"East Coast, New England, Northeastern US",Active,2013-01-01,year,2,1-10,"Carrie O'Donnell, Matt Gurney",,,,,
Booking Social,https://www.crunchbase.com/organization/booking-social,"Cloud based appointment solution ""Booking Social” provides sophisticated scheduling capabilities for small and medium business with integration of Salesforce CRM. Booking Social offers solutions directly to service professionals and service brands, as well as APIs, enterprise services and reseller solutions.","Cloud Computing, Data Integration, Information Technology, Marketing, Software",http://bookingsocial.com/,"Chicago, Illinois, United States",It is a cloud based appointment booking solution based on Salesforce.,"150,658",,,,,,,,,,,,,"Greater Chicago Area, Great Lakes, Midwestern US",Active,2013-09-18,day,1,1-10,Bala Subramanian P,,,,,
Acorn Applications,https://www.crunchbase.com/organization/acorn-applications,Acorn Applications is a software applications developer that provides cloud-based software to the clinical trial industry. Its solutions range from big data driven predictive models supporting intelligent patient accrual and strategic site selection to applications based on advanced simulations and predictive analytics for major decision points in study execution.,"Cloud Computing, Enterprise Software, Health Care, Information Technology, Software",http://www.acornapplications.com/,"Raleigh, North Carolina, United States",Acorn Applications is a software applications developer that provides cloud-based software to the clinical trial industry.,"156,052",,,,,,,,,,,,,"Research Triangle, East Coast, Southern US",Closed,2013-01-01,year,1,11-50,Gordon Jones,,,,,
SalesLyft,https://www.crunchbase.com/organization/saleslyft,"SalesLyft, provides a cloud-based, SaaS platform that enables the marketing, sale, and monetization of any product, service, or solution – within a few clicks.  SalesLyft’s Logix Enablement platform provides a comprehensive business management and integrated monetization acceleration system, eliminating the need for multiple SaaS Platforms, systems, and personnel to manage them.  The platform is deployable anywhere, and accessible from any device,  Founded in 2014, SalesLyft has had incredible growth in the adoption of their platform, providing mobility enablement for Ingram Micro, ROK Mobile, AT&T Partner Exchange SPs, and Microtech as well as many others. This success attracted interest from other industries, and allowed them to expand their engagements beyond mobility into the Federal Government with two platform deployments within a few months, as well as white-labeled, distributor engagements within the B2B Enterprise and Mobility sector with Ingram Micro, a global distributor with 20,000+ Resellers, who will leverage our Mobility Enablement Platform and modules from their Logix Monetization Platform. For more information, visit http://www.saleslyft.com","Cloud Computing, Enterprise Software, SaaS, Software",http://saleslyft.com/,"Chandler, Arizona, United States","Provide a Cloud-Based, SaaS Platform that enables the monetization of any product, service, or solution…within a few clicks.","158,931",,,,,,,,,,,,,"Greater Phoenix Area, Western US",Closed,2014-01-01,year,1,1-10,Scott M. Jonasz,,,,,
Beekeeper Data,https://www.crunchbase.com/organization/beekeeper-data,"Beekeeper Data is a licensed, collaborative, software platform that lets executives and non-technical employees quickly ask many different questions of their company's complex data. Beekeeper off-loads data 'grunt work' from IT resources by allowing a company to build reusable and scalable reporting components that are easy for anyone to use. Beekeeper’s first product is rolling out to paid private beta customers during Q4 2014.","Analytics, Big Data, Cloud Computing, Software",http://www.beekeeperdata.com/,"Madison, Wisconsin, United States",Beekeeper Data aims to give companies easy access to their big data.,"160,213",,,,,,,,,,,,,"Great Lakes, Midwestern US",Closed,2014-06-10,day,1,1-10,Matthew Rathbone,,,,,
CloudSpotter Technologies,https://www.crunchbase.com/organization/cloudspotter-technologies,"CloudSpotter developed and maintains an advanced photo analytics platform enabling next generation photo sharing solutions used by event photographers, organizations and people like you.  Built by industry veterans and backed by partners in Chicago and Palo Alto, CloudSpotter consists of a vibrant and diverse group of individuals, passionate about technology and photography.","Big Data, Cloud Computing, Image Recognition, Information Technology, Photo Sharing, Photography, Social Media",http://www.cloudspotter.com,"Chicago, Illinois, United States","CloudSpotter is an advanced photo analytics firm paving the path for private, automated photo sharing.","160,780",,,,,,,,,,,,,"Greater Chicago Area, Great Lakes, Midwestern US",Closed,2014-01-01,day,2,1-10,"Mike Dawson, Ryan Jacobs",,,,,
"BethClip, Inc.",https://www.crunchbase.com/organization/bethclip,BethClip is cloud clipboard (and data) synic service between multiple devices in different platforms.,"Android, Big Data, Cloud Computing, Cloud Data Services, File Sharing, iOS, Mobile Devices",https://www.bethclip.com,"Wilmington, Delaware, United States",Multi-platform clipboard and data sharing service,"163,795",,,,,,,,,,,,,"Greater Philadelphia Area, East Coast, Southern US",Closed,2013-05-01,day,2,1-10,"Rashid Aliyev, Samir Yahyazada",3,,,,
eLab Ventures,https://www.crunchbase.com/organization/michigan-elab,"eLab Ventures is an early stage technology venture capital fund created to capitalize on the growth of emerging entrepreneurial markets outside of Silicon Valley and to create bridges to those markets to seek startups with disruptive innovations, exceptional teams, and capital efficient business models that have the potential to serve large markets.  eLab is strategically based both in Ann Arbor, to leverage innovation and talent in the Midwest, and in Silicon Valley, to leverage customers, business development, funding sources and a strong network of experienced advisors.  We are passionate about nurturing world-changing ideas by connecting entrepreneurs to capital and expertise needed to build great, disruptive companies!","Automotive, Autonomous Vehicles, Cloud Computing, Cyber Security, Electric Vehicle, Robotics, Smart Cities, Venture Capital",http://elabvc.com/,"Ann Arbor, Michigan, United States",eLab Ventures is an early stage technology venture capital fund.,"170,686",,,,,,,,,,,,,"Great Lakes, Midwestern US",Active,2013-09-13,day,3,1-10,"Doug Neal, Rick Bolander, Robert Stefanski",,,,,
Simpetus,https://www.crunchbase.com/organization/simpetus,Simpetus facilitates the use of cutting-edge electromagnetic simulation tools for research and development by enterprises and entrepreneurs. They are a reference to the vision of simulations being an impetus for new discoveries and technologies.,"Cloud Computing, Nanotechnology, Software",http://www.simpetus.com,"San Francisco, California, United States",Simpetus develops electromagnetic simulation tools for photonics and optoelectronics.,"172,180",,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Active,2015-01-01,year,,1-10,,,,,,
SolidFace Technology,https://www.crunchbase.com/organization/solidface-technology,"SolidFace allow designers and engineers span multiple disciplines with ease, shortening the design cycle, & increasing ROI. SolidFace Cloud CAD system is built for teams. Collaborate with your colleagues, vendors and partners in real time. Version control is built in. Never lose track of the latest version of your work again. Control access, work together simultaneously and branch designs. SolidFace is a sum of Parasolid ® Siemens 3D modeler core and 15 years of UniCAD 2D/3D development resulting in a product with powerful capabilities of detailing, solid modeling, assembly, parameterization and cloud collaboration.","3D Printing, 3D Technology, Cloud Computing, Collaboration, Manufacturing, Software",https://app.solidface.com/,"Austin, Texas, United States","Allowing designers and engineers collaborate and span multiple disciplines in real time, shortening the design cycle, & increasing ROI.","176,111",,,,,,,,,,,,,Southern US,Active,2013-09-01,day,2,1-10,"Oscar Leite, Rafael Lima",,,,,
Better Food Ventures,https://www.crunchbase.com/organization/better-food-ventures,"Better Food Ventures is exclusively focused on investing in scalable technologies to transform and improve the food and agriculture sectors. With a team of international investors, the company looks to identify and develop companies that can improve the performance of the food and agriculture industries through the application of information and communications technology. To meet the changing market demands of today and the future, the Better Food Ventures team believes the food and agriculture industries need to more fully embrace technologies such as mobile and cloud-based computing, sensor technologies, IoT, robotics, data analytics, and artificial intelligence, collaborative production and consumption platforms.","Agriculture, AgTech, Cloud Computing, Food and Beverage, Machine Learning, Retail Technology",http://betterfoodventures.com,"Menlo Park, California, United States",Better Food Ventures invests in technology innovators making a positive impact now in food and agriculture.,"177,530",,,,,,,,,,,,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-01-01,year,1,1-10,Rob Trice,,,,,
"PointResponse, Inc",https://www.crunchbase.com/organization/pointresponse-ltd-co,"PointResponse is a command system that allows collaborative emergency and incident management from any mobile device. The cloud-based system runs on any mobile device, including smartphones and tablets. PointResponse was launched in 2015 by [Trey Frankovich](https://www.crunchbase.com/person/trey-frankovich#/entity) and [Trevor Pierce](https://www.crunchbase.com/person/trevor-pierce#/entity). It is based in League City, Texas.","Apps, Cloud Computing, Law Enforcement, Logistics, Mobile, Scheduling, Software",https://pointresponse.com,"League City, Texas, United States",PointResponse is a command system that allows collaborative emergency and incident management from any mobile device.,"177,783",,,,,,,,,,,,,"Greater Houston Area, Southern US",Closed,2015-02-19,day,2,1-10,"Trevor Pierce, Trey Frankovich",1,,,,
TransCirrus Inc.,https://www.crunchbase.com/organization/transcirrus-inc-,"Building a cloud can be risky. The solution can be architected incorrectly, which can set back the project or introduce unnecessary delays. Today, some of the problems facing cloud include portability, ""bring your own cloud,"" and ""phantom IT."" TransCirrus will help the organizations address these problems by taking the complexity out of cloud and lowering the TCO of a cloud platform. When users take charge of their IT needs, productivity increases.","Big Data, Cloud Computing, Enterprise Software, Information Technology, Software",http://www.transcirrus.com,"Durham, North Carolina, United States","Reducing the risk, cost and complexity of the journey to the cloud by leveraging an OpenStack cloud in a box appliance solution.","181,032",,,,,,,,,,,,,"Research Triangle, East Coast, Southern US",Active,2013-01-23,day,2,1-10,"Jonathan Arrance, Kevin Combopiano",,,28759,USD,28759
Connectloud,https://www.crunchbase.com/organization/connectloud,"Connectloud is a venture-backed software startup that aims to transform how enterprises manage, automate, and deploy their cloud and networking infrastructure. It offers uCloud™, the first platform to empower enterprises with quickly scalable, secure, multi-tenant automation across clouds of any type, for clients from any segment, across geographically dispersed data centers.","Cloud Computing, Computer, Digital Media, IaaS, Software",http://www.connectloud.com,"Plano, Texas, United States","Connectloud is a venture-backed software startup that helps enterprises manage, automate and deploy networking infrastructures.","183,765",,,,,,,,,,,,,"Dallas/Fort Worth Metroplex, Southern US",Closed,2013-01-01,year,1,11-50,Kumaran Singaram,,,,,
Cedrus,https://www.crunchbase.com/organization/cedrus,"Cedrus is a New York City based boutique IT consulting firm focused on Digital Transformation. It’s a company that empowers organizations to create Applications and Microservices that are both Enterprise & Cloud ready.  Cedrus’ core practices are around Cloud Native (API, Microservices, and, Fullstack), Digital Process (Web & Mobile UI/UX Dev, Business Process Re-engineering) and Cloud Security (Digital Identity Management Transformation & Digital Asset Protection in the Cloud through Cloud Access Security Broker or CASB)","Cloud Computing, Cloud Security, Consulting, Enterprise Applications, Internet of Things, Service Industry",https://cedrus.digital,"New York, New York, United States",Cedrus is a New York City based boutique IT advisory firm focused on Digital Transformation,"191,575",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Active,2013-01-01,year,2,11-50,"Nicolas Jabbour, Yannek T. Nikodimos",,,105662,USD,105662
Ruxit,https://www.crunchbase.com/organization/ruxit,"Ruxit automatically monitors your applications, analyzes problems, and notifies you when something goes wrong. Install just a single agent to enable monitoring. Auto-detection of any upcoming processes starts measuring your environment with zero maintainance. A single agent install allows you to monitor:Host metrics, Network metrics, Application metrics, Service metrics, Client-side metrics. More than just monitoring: Ruxit monitors your environment and learns about its normal behavior automatically. You don’t need to verify thresholds or adjust static alerting thresholds—Ruxit handles all this for you. Simple visualization of complex behavior: Live view of your environment’s components and deployments simplifies your life. By the way, Ruxit works great for both, applications and services, on the Intranet and the Internet.","Cloud Computing, Infrastructure, IT Management",,"Waltham, Massachusetts, United States","Ruxit is the all-in-one monitoring solution for websites, applications, servers and cloud infrastructure.","192,037",,,,,,,,,,,,,"Greater Boston Area, East Coast, New England",Closed,2014-04-25,day,1,101-250,Bernd Greifeneder,,,,,
Rundsdale LLC,https://www.crunchbase.com/organization/rundsdale-llc,"Rundsdale builds software to improve the marine industry that uses Prospus Universe platform. It is a cloud-based application that captures all survey and warranty-related issues of its users’ vessels. The online platform can be used by vessel owners and administrators. Individuals can use the iOS, Windows, and Android mobile application to register, capture issues, and define the vessel by inviting captain, crew, and guests to the platform. Rundsdale is a U.S.-based company that was founded in 2014 by Marc Ragsdale.","Cloud Computing, Enterprise Software, Navigation, Software",https://www.vesselwise.com,"Fort Lauderdale, Florida, United States",Rundsdale is dedicated to building software to improve the marine industry using the Prospus Universe platform.,"195,210",,,,,,,,,,,,,"Greater Miami Area, East Coast, Southern US",Closed,2014-01-01,year,1,1-10,Marc Ragsdale,,,,,
DualSpark,https://www.crunchbase.com/organization/dualspark,"DualSpark offers businesses with cloud and automation solutions, and consulting services. DualSpark focuses on providing their customers with AWS consulting services to assist them in their product development and business decision making. It also assembles tools and automation solutions to build, test, manage, and deploy on AWS.  DualSpark was founded in July 2014 and is based in Santa Monica, California.","Big Data, Cloud Computing, Cloud Infrastructure, Consulting, Cyber Security, Training",http://www.dualspark.com,"Santa Monica, California, United States",Expert cloud consulting and services company.,"195,532",,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US",Active,2014-07-01,day,3,11-50,"Patrick McClory, Preston Holmes, Simon Plant",,,,,
CPLANE.ai,https://www.crunchbase.com/organization/cplane,"CPLANE.ai revolutionizes Industrial Manufacturing by uniquely blending OT and IT technologies into a single open platform, bringing automation, flexibility, and artificial intelligence to Industrial Control Systems (ICS). CPLANE.ai’s software platform integrates IT and OT by automating the digital life cycle across multiple system layers that include applications, virtualization, networking, and cybersecurity.  This same platform can also be used to manage distributed private cloud infrastructure for lower TCO, greater control, and increased data security when compared to public cloud options.","Artificial Intelligence, Cloud Computing, Cloud Infrastructure, Industrial Automation, Information Technology, Internet of Things, Software",https://cplaneai.com,"San Mateo, California, United States","CPLANE.ai uniquely blends OT and IT technology into a single platform bringing automation, flexibility, and ML/AI to Industrial Systems.","198,824",,,,,,,,,,,,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-12-01,month,2,11-50,"Brandon Williams, John Casey",,,,,
Acacia Trading,https://www.crunchbase.com/organization/acacia-trading,"The Acacia Trading Bot allows users to easily design, test, and use their own custom trading strategies. Users have access to several popular trading indicators (MACD, RSI, ROC, and Trailing Stop Loss) in addition to four types of moving averages. They released a free beta in July 2014, which gave them valuable feedback that they applied for their full release in late October 2014. They charge a subscription fee for their services, but users can try the Acacia Trading Bot for 7 days free and refer friends earn more time. Their long term goal is to make algorithmic trading available to the average consumer by expanding their services to forex and stock markets as well as improving their user interface.","Bitcoin, Cloud Computing",https://www.tradeacacia.com/,"Menlo Park, California, United States",Easy & powerful bitcoin/crypto trading bot,"203,540",,,,,,,,,,,,,"San Francisco Bay Area, Silicon Valley, West Coast",Closed,2014-01-01,year,3,1-10,"Ian Loftis, John Reinstra, Julian Christensen",,,,,
SierraMaya360,https://www.crunchbase.com/organization/sierramaya360-2,"SierraMaya360 is a full-service early stage venture capital firm. Our team is comprised of industry veterans with an extensive network of contacts in Silicon Valley, Hollywood, New York, Boston, Charlotte and Silicon Beach. Our experience, network and expertise gives us a critical advantage to identify innovative opportunities long before they bubble up as global trends.   Our firm was founded to leverage the success of angel fund Sierra Maya Ventures, which won Top Newcomer to Venture Capital 2014- North America by Wealth and Finance International Magazine and has been consistently ranked as a top-tier Angel/Seed fund.","Big Data, Cloud Computing, Digital Media, Finance, Financial Services, Internet, Mobile, Venture Capital",http://www.sierramaya360.vc,"Los Angeles, California, United States",SierraMaya360 is a full-service early stage venture capital firm.,"205,216",,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US",Active,2013-04-01,day,2,1-10,"Amish Shah, Eric Kagan",,,,,
Aware 247,https://www.crunchbase.com/organization/aware-247,"Their infrastructure is hosted with Rackspace Cloud, resulting in unparalleled reliability and uptime. Backed by state-of-the-art Google Maps and Google Traffic for Real-Time Awareness. Road Hazards, Low Bridges, Economical Routes, and more! Put their research to work for you. Hazard notifications in-vehicle, without distractions keeping operators safe and aware.","Apps, Cloud Computing, Infrastructure",http://www.safetydata.us/,"Dallas, Texas, United States",Get the SafeRoute App,"219,279",,,,,,,,,,,,,"Dallas/Fort Worth Metroplex, Southern US",Closed,2015-01-01,year,1,1-10,Rajat Rajbhandari,,,,,
ClikHome,https://www.crunchbase.com/organization/clikhome,"Online real estate marketplace where users can find their next rental apartment. We streamlined the entire process, from searching for the rental to actual application. After the users found the apartment which they like, they can immediately apply for that property. Information will be passed along to the property manager, who screens the applicant and decides about the approval. One stop to get apartment rental!","Cloud Computing, Marketplace, Real Estate, Rental",https://www.clikhome.com,"New York, New York, United States",Cloud based real estate marketplace which streamlines renting process,"222,603",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Closed,2014-08-04,day,2,1-10,"Junjie Shi, Nikola Kljaic",,,,,
CourseWeaver,https://www.crunchbase.com/organization/courseweaver,"CourseWeaver™ provides tools to change the world of education. Our mission: Revolutionize K-12 and University education by disrupting all educational industries in the “education delivery chain” – from content publishers, markets, learning tools, to content delivery and LMS’s. Our next-generation design disrupts and merges all of these isolated industries with one seamless System. CourseWeaver’s™ unique approach is based on the patented Michigan State University LON-CAPA global platform - by educators for educators. The LON-CAPA system has hosted over a million students for hundreds of institutions across nine countries and continues to support hundreds of thousands of students yearly. CourseWeaver’s™ global platform is a new design, driven by the needs and feedback of a coalition of LON-CAPA users from leading US and international universities and K-12 schools. CourseWeaver™ seamlessly combines a cutting-edge Learning Management and CourseBuilder System, and Education Content channel, bridging both with our Marketplace and Content Authoring Tools. This unites and integrates the supply, delivery, and management of education content and instruction. CourseWeaver™ allows independents, authors, and professors to publish and sell granular educational content alongside commercial publishers and free, open-source materials, within a new integrated global marketplace – empowering instructors to share, sell and use the best resources available globally. Headquartered in East Lansing, Michigan’s growing tech corridor near MSU, CourseWeaver’s™ culture embodies innovation and creativity, delivering products that are both beautiful and easy to use.","Cloud Computing, EdTech, Education, Publishing, Skill Assessment",http://courseweaver.com,"East Lansing, Michigan, United States",CourseWeaver is a technology corporation developing tools for education and learning.,"228,142",,,,,,,,,,,,,"Great Lakes, Midwestern US",Closed,2013-01-01,year,3,1-10,"Gerd Kortemeyer, Robert Fulk, Wolfgang Bauer",,,,,
Onion Id,https://www.crunchbase.com/organization/onion-id,"Onion ID is a cloud-based solutions provides that enables businesses and teams to obtain access and control over their properties. Their solutions include infrastructure access management, dynamic privilege management, activity visibility, license management, invisible identity verification, and user management. In addition, they offer access security, real-time visibility, and automated auditing. Onion ID was founded in 2015 by Anirban Banerjee and is based in California.","Cloud Computing, Enterprise Software, SaaS, Software",http://www.onionid.com/,"Hayward, California, United States","Onion ID is a cloud based, SaaS solution that allows businesses and teams to control access across all properties.","230,024",,,,,,,,,,,,,"San Francisco Bay Area, Silicon Valley, West Coast",Closed,2015-01-01,year,1,11-50,Anirban Banerjee,,,,,
Nrby,https://www.crunchbase.com/organization/nrby,"Nrby is an application software that offers location information, content sharing, user guide, and social collaboration services.","Cloud Computing, Consulting, Content, Location Based Services, Software",https://nrby.com/,"Manchester, New Hampshire, United States","Nrby is an application software that offers location information, content sharing, user guide, and social collaboration services.","234,482",,,,,,,,,,,,,"East Coast, New England, Northeastern US",Active,2015-01-01,year,1,11-50,Kurt Dobbins,,,,,
