Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Marketing Data Solutions,https://www.crunchbase.com/organization/marketing-data-solutions,,"Analytics, Big Data, Cloud Data Services",http://marketingdatasolutions.co.uk/,"Wrexham, Wrexham, United Kingdom",Market Data Solutions is providing secure print management solutions with cloud analytics.,"668,229",,,,,,,,,,,,,,Active,2009-07-20,day,,1-10,,,,,,
etomer,https://www.crunchbase.com/organization/etomer,,"Cloud Data Services, Consulting, Data Center, Database, IT Infrastructure, Software",https://www.etomer.com,"Berlin, Berlin, Germany","etomer specializes in IT consulting, IT infrastructure, data center, cloud computing, and Oracle database services.","668,404",,,,,,,,,,,,,European Union (EU),Active,2002-01-01,year,,101-250,,,,14462111,USD,14462111
Infent,https://www.crunchbase.com/organization/infent,"Infent offers business intelligence, consulting, and cloud data services.","Business Intelligence, Cloud Data Services, Consulting",https://www.infent.nl/,"Nieuwegein, Utrecht, The Netherlands","Infent offers business intelligence, consulting, and cloud data services.","668,950",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,day,,11-50,,,,,,
Itomic Voice & Data,https://www.crunchbase.com/organization/itomic-voice-data,"Itomic also offers monitoring and remote management services, keeping an eye on the client’s systems and taking a proactive approach to maintenance contracts.","Cloud Data Services, Information Technology, IT Infrastructure",https://www.itomic.ie/,"Tallaght, Dublin, Ireland","Itomic Voice & Data is an IT managed services provider, specialising in delivering IT solutions and maintenance and managed Microsoft 365.","672,649",,,,,,,,,,,,,European Union (EU),Active,2005-01-01,year,,11-50,,,,,,
Astria,https://www.crunchbase.com/organization/astria-be48,,"Cloud Data Services, CRM, Information Technology",https://www.astria.co.uk/,"Reading, Reading, United Kingdom","Astria offers IT services such as cyber security, data analytics, UI/UX design, CRM, SASS and cloud-based solutions.","672,377",,,,,,,,,,,,,,Active,1994-01-01,year,,1-10,,,,,,
Nimbus digital & technology innovations,https://www.crunchbase.com/organization/nimbus-a3ce,,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Innovation Management, IT Management",https://www.nimbusdti.co.uk/,"Coventry, Coventry, United Kingdom","Nimbus digital & technology innovations is an IT firm that offers cloud hosting, automation, design, digital and technology innovation, .","679,204",,,,,,,,,,,,,,Active,1997-01-01,year,1,11-50,Alan Hazell,,,,,
Finc IT Services,https://www.crunchbase.com/organization/finc-it-services,,"Cloud Data Services, Computer, Consulting, Information Technology, Technical Support, Web Development",http://www.fincit.com/,"London, England, United Kingdom",Finc IT specializes in implementing and supporting IT systems and hardware in startups and SME's.,"680,490",,,,,,,,,,,,,,Active,2006-01-01,year,,1-10,,,,,,
Dropcloud,https://www.crunchbase.com/organization/dropcloud,,"Cloud Data Services, Data Integration, Internet, Software",https://dropcloud.fr,"Fontenay-sous-bois, Ile-de-France, France","Dropcloud is a desktop solution business that offers online data transfer, sharing and backup software services.","680,285",,,,,,,,,,,,,European Union (EU),Active,2004-01-01,year,,11-50,,,,,,
Swoppen,https://www.crunchbase.com/organization/swoppen,,"Cloud Data Services, Consulting, Database, Enterprise Resource Planning (ERP), Enterprise Software, Software",https://www.swoppen.com/de,"Paderborn, Nordrhein-Westfalen, Germany","Swoppen provides enterprise software, cloud solutions, and consulting for the health, hotel, sports, retail, and IT industries.","681,614",,,,,,,,,,,,,European Union (EU),Active,2000-01-01,year,,11-50,,,,,,
VTSL GLOBAL HOLDINGS LIMITED,https://www.crunchbase.com/organization/vtsl-global-holdings-limited,,"Cloud Data Services, Software, Telecommunications",https://www.vtsl.net/,"London, England, United Kingdom",VTSL Ltd is a leading cloud communications company in the UK & Ireland.,"688,032",,,,,,,,,,,,,,Active,2006-01-01,year,,11-50,,,,,,
Netvalue,https://www.crunchbase.com/organization/netvalue,,"Artificial Intelligence, Cloud Data Services, Internet of Things, Machine Learning",http://www.netvalue.eu,"Rivoli, Toscana, Italy","NetValue consults in cloud solutions, internet, IoT, data center, AI machine learning and blockchain for business digitalization.","690,020",,,,,,,,,,,,,European Union (EU),Active,2008-10-16,day,,11-50,,,,12750911,USD,12750911
GreenIT,https://www.crunchbase.com/organization/greenit-aps,"GreenIT is an IT partner for large and small projects. They are primarily an IT partner with a focus on Microsoft infrastructure, System Center and Microsoft 365. GreenIT performs the daily operation of small and medium-sized IT installations, both on-site, remote, and in the ""cloud"".","Cloud Data Services, Cloud Management, Information Technology, IT Management",https://www.greenit.dk,"Frederikssund, Hovedstaden, Denmark",GreenIT is an IT partner with a focus on Microsoft infrastructure and system center.,"707,390",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2008-09-15,day,,,,,,,,
127 Solutions,https://www.crunchbase.com/organization/127-solutions,,"Cloud Data Services, Information Technology, Telecommunications",https://www.127solutions.co.uk,"Chester, Cheshire, United Kingdom","127 Solutions is a technology company that provides broadband, cloud, telephony and IT supports services.","709,458",,,,,,,,,,,,,,Active,2007-01-01,year,,1-10,,,,,,
Invicta IT,https://www.crunchbase.com/organization/invicta-it,,"Cloud Data Services, Consulting, Information Technology, Software",https://www.invictait.com,"Farnham Common, Slough, United Kingdom",Invicta IT is an IT company that provides common ground between many UK enterprises and suppliers of technology.,"710,616",,,,,,,,,,,,,,Active,2002-01-01,year,,11-50,,,,,,
Intelligraft,https://www.crunchbase.com/organization/intelligraft,,"Cloud Computing, Cloud Data Services, Consulting, Cyber Security, Information Technology, Software",https://intelligraft.com,"London, England, United Kingdom","Intelligraft develops and offers ERP applications, cyber security, and cloud computing solutions to businesses and clinics.","716,366",,,,,,,,,,,,,,Active,2006-01-01,year,,,,,,,,
Electric Media,https://www.crunchbase.com/organization/electric-media,,"Cloud Data Services, Digital Marketing, Information Technology, SaaS, Telecommunications, Web Development",https://www.electricmedia.co.uk/,"Bristol, Bristol, City of, United Kingdom",Electric Media is an SaaS cloud platform.,"716,565",,,,,,,,,,,,,,Active,1997-01-01,year,,1-10,,,,,,
Nevaya,https://www.crunchbase.com/organization/nevaya,,"Cloud Data Services, SaaS, Software, TV, Wireless",https://www.nevaya.co.uk,"Blunsdon, Swindon, United Kingdom","Nevaya provides hospitality SaaS platform for casting, TV, WiFi & mobile for the hotels.","718,316",,,,,,,,,,,,,,Active,2003-01-01,year,2,11-50,"Ben Clifford, James Richmond",,,,,
AJ Systems,https://www.crunchbase.com/organization/aj-systems,,"Cloud Data Services, Corporate Training, CRM, Software",https://ajsystems.co.uk,"Rotherham, Rotherham, United Kingdom","AJ Systems is an IT consultancy that offers software development, CRM, BPM, eLearning platform and training services.","727,243",,,,,,,,,,,,,,Active,2006-01-01,year,,1-10,,,,,,
SLYTIO,https://www.crunchbase.com/organization/slytio,,"Cloud Data Services, Cloud Management, Information Technology",http://www.slytio.com/,"Liège, Liege, Belgium","SLYTIO provides cloud solutions for cash, stock and invoicing management for the book, food store, wine business, and clothing store.","735,703",,,,,,,,,,,,,European Union (EU),Active,1996-01-01,year,,1-10,,,,,,
CRM Centric,https://www.crunchbase.com/organization/crm-centric,,"Cloud Data Services, CRM, Information Technology, Software",https://crm-centric.com/,"Paris, Ile-de-France, France",CRM Centric is a digital service company that helps with digital transformation and also develops CRM tools.,"745,805",,,,,,,,,,,,,European Union (EU),Active,2006-01-01,year,,11-50,,,,,,
Anidris,https://www.crunchbase.com/organization/anidris,,"Cloud Computing, Cloud Data Services, Commercial, Information Technology",https://www.anidris.lu/,"Contern, Luxembourg, Luxembourg","Andris is an IT firm that provides solutions for cloud transformation, data protection, compute, storage, and DRP.","749,412",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,year,,11-50,,,,,,
Eazyproject,https://www.crunchbase.com/organization/eazyproject,"Eazyproject provider of customized web-based Business Intelligence software. Their constant aim of always being ahead with the development of niche-oriented software EasySoft has today gained a position as a fast-growing and preferred supplier of Customized all-in-one project management software, making project-, resource- and time management hassle-free and straightforward in any size company.","Business Intelligence, Cloud Data Services, Project Management, Software",http://www.eazyproject.net,"Roskilde, Sjelland, Denmark","Eazyproject offers tailored cloud solutions in time tracking, financial & project management, and billing from small to large businesses.","750,104",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2002-01-01,day,,11-50,,,,,,
Itavis,https://www.crunchbase.com/organization/itavis,,"Cloud Data Services, IT Infrastructure, Web Hosting",http://www.itavis.net,"Klampenborg, Hovedstaden, Denmark",Itavis provides complete cloud services in outsourcing IT operations to help companies and public institutions for business development.,"752,747",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2001-01-01,day,,11-50,,,,,,
Grupo Fervimax,https://www.crunchbase.com/organization/grupo-fervimax,,"Business Development, Business Intelligence, Cloud Data Services, Consulting, IT Infrastructure, Training",https://fervimax.com/,"Las Rozas, Madrid, Spain","Grupo Fervimax offers business consulting like IT infrastructure, cloud data, business intelligence, and outsourcing solutions.","757,420",,,,,,,,,,,,,European Union (EU),Active,2009-04-01,day,,101-250,,,,,,
Orovia Education,https://www.crunchbase.com/organization/orovia-education,,"Cloud Data Services, Human Resources, Information Technology, Software",https://orovia.com,"North Ferriby, York, United Kingdom","Orovia Education offers cloud-based payroll, HR & budgeting solutions for education.","758,984",,,,,,,,,,,,,,Active,2005-01-01,year,,11-50,,,,,,
deecoob,https://www.crunchbase.com/organization/deecoob,,"Cloud Data Services, Developer Platform, Media and Entertainment, Music",https://deecoob.com,"Dresden, Sachsen, Germany","deecoob provides a cloud platform and data and management services for the music, film, and event industry.","762,406",,,,,,,,,,,,,European Union (EU),Active,1999-01-01,year,,1-10,,,,,,
Gridheart AB,https://www.crunchbase.com/organization/gridheart-ab,,"Cloud Data Services, IT Management",https://www.gridheart.com/,"Kista, Stockholms Lan, Sweden","Gridheart is a value cloud distributor that puts in a best-of-breed market, cloud services, and experts from Microsoft CSP overt Provider.","765,362",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2009-03-25,day,,1-10,,,,,,
Mother Technologies,https://www.crunchbase.com/organization/mother-technologies,,"Cloud Data Services, Information Technology, Service Industry",http://www.mothertech.co.uk,"Aberdeen, Aberdeen City, United Kingdom","Mother Technologies provides IT, cloud, telecom, and connectivity services to businesses.","772,703",,,,,,,,,,,,,,Active,2002-01-01,year,,11-50,,,,,,
Roma ICT Services,https://www.crunchbase.com/organization/roma-ict-services,,"Cloud Data Services, Information Services, Information Technology",https://www.roma.nl/,"Deurne, Noord-Brabant, The Netherlands",Roma ICT Services started as a traditional IT company for companies and private individuals.,"778,324",,,,,,,,,,,,,European Union (EU),Active,1998-01-01,year,,1-10,,,,,,
Datacore,https://www.crunchbase.com/organization/datacore-2ee5,,"Apps, Cloud Data Services, Software",http://www.datacore.be,"Temse, Oost-Vlaanderen, Belgium","Datacore is an IT consultancy that offers services for IT licensing, cloud solutions, software development, and business applications.","779,507",,,,,,,,,,,,,European Union (EU),Active,2002-01-06,day,1,1-10,Bart Verhoeven,,,,,
Systems IT,https://www.crunchbase.com/organization/systems-it,,"Cloud Data Services, Cloud Security, Information Technology",http://www.systemsit.net/,"London, England, United Kingdom",Systems IT passions for helping businesses thrive through the right use of technology,"779,751",,,,,,,,,,,,,,Active,2005-01-01,day,,11-50,,,,3435854,USD,3435854
Tate Computer Technology,https://www.crunchbase.com/organization/tate-computer-technology,,"Cloud Data Services, Computer, Information Technology, Network Security",http://tatetech.co.uk,"Hereford, Herefordshire, United Kingdom","TCT is a computer & network security company which provides IT support, cloud services, hardware & software sales services.","780,375",,,,,,,,,,,,,,Active,2008-01-01,year,,1-10,,,,,,
Dazzboard,https://www.crunchbase.com/organization/dazzboard,"dazzboard is the universal media manager, web application that connects mobile devices, PC and the Web and manages media between those  dazzboard is like open iTunes,  supporting all portable devices, mobile phones, MP3 and media players.  with dazzboard you can download YouTube videos and Flickr pictures to a mobile phone, upload photos and videos to Facebook  - connect your portable device to your favourite services","Apps, Cloud Data Services, Computer, Digital Media, Mobile, Social Media, Video Streaming",http://www.dazzboard.com,"Espoo, Southern Finland, Finland","Dazzboard turns your browser into a powerful media gateway, making it easy to transfer music between your computers and portable devices;","780,817",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Closed,2007-01-15,day,1,1-10,Tero Salonen,,,,,
ADM Cloudtech,https://www.crunchbase.com/organization/adm-cloudtech,,"Cloud Data Services, Information Technology, Software, Web Development, Web Hosting",https://www.admcloudtech.com,"Tallinn, Harjumaa, Estonia",ADM Cloudtech is a cloud hosting services company that deals in web hosting & cloud management services.,"782,162",,,,,,,,,,,,,European Union (EU),Active,1997-01-01,year,,1-10,,,,,,
Atmoso,https://www.crunchbase.com/organization/atmoso,"Atmoso is a channel-only provider of Private Cloud, PCI, Telephony, and Connectivity solutions.  They enable and empower our partners to grow their businesses by accessing are fully owned and managed cloud platform.","Cloud Computing, Cloud Data Services",https://www.atmoso.com/,"Fareham, Hampshire, United Kingdom",Atmoso is a Channel-only provider firm.,"783,107",,,,,,,,,,,,,,Active,2010-01-01,year,,11-50,,,,,,
Pace IT Systems,https://www.crunchbase.com/organization/pace-it-systems,,"Cloud Data Services, Information Technology, Software",https://www.paceit.co.uk/,"Harpenden, Hertford, United Kingdom",Pace IT Systems is a software development company.,"787,823",,,,,,,,,,,,,,Active,2007-01-01,day,,11-50,,,,3567120,USD,3567120
Business IT Solutions,https://www.crunchbase.com/organization/business-it-solutions-05c2,"Business IT Solutions is an IT Support and computer network service company. Their services include hardware and software support, helpdesk support, proactive, preventative maintenance, patching, system updates, managed mail filtering, support and managed services, cloud services, storage, and virtualization, managed print solutions, and website design and management, and IT hardware.","Cloud Data Services, Hardware, IT Management, Security, Software",https://bits.ie,"Kilkenny, Kilkenny, Ireland","Business IT Solutions provides managed services, cloud solutions, and network security services.","791,215",,,,,,,,,,,,,European Union (EU),Active,2001-01-01,year,,11-50,,,,,,
Xaido,https://www.crunchbase.com/organization/xaido,,"Cloud Data Services, Information Technology, SaaS, Software",http://www.xaido.com,"Köln, Nordrhein-Westfalen, Germany",Xaido is an IT firm that offers cloud solutions and software as a service.,"795,121",,,,,,,,,,,,,European Union (EU),Active,2005-01-01,day,,11-50,,,,,,
Volz,https://www.crunchbase.com/organization/volz,,"Cloud Data Services, Internet, Telecommunications",http://www.volz.ua,"Kyiv, Kyyiv, Ukraine","Volz provides high-quality telecommunication services including internet, data channels, hosting, and cloud services.","795,969",,,,,,,,,,,,,,Active,1996-01-01,day,,101-250,,,,,,
Paper Escape,https://www.crunchbase.com/organization/paper-escape,"Paper Escape providing in document scanning & document management, providing simple and cost-effective solutions for public and private organizations. Whether it’s a one time service to digitize your backlog of files, an ongoing weekly, monthly or annual scanning service or a simple physical file storage solution, they can find the right solution for you.","Cloud Data Services, Document Management, Online Forums, Self-Storage, Service Industry",https://www.paperescape.co.uk,"Chapel En Le Frith, Derbyshire, United Kingdom",Paper Escape is a document management and shredding service provider.,"801,083",,,,,,,,,,,,,,Active,2007-01-01,year,,11-50,,,,,,
Fastvision Group,https://www.crunchbase.com/organization/fastvision-group,"Fastvision Group provides internet services. They provide mass hosting, connectivity, and data center infrastructure. Their services include colocation, connectivity, cloud, VoIP, and managed services. They respond to customer inquiries by phone and email.","Cloud Data Services, Internet, VoIP, Web Hosting",https://www.fastvision.com,"Cheltenham, Gloucestershire, United Kingdom","Fastvision Group provides web hosting, e-mail, and domain name services for private and business clients.","804,955",,,,,,,,,,,,,,Active,2001-01-01,year,,11-50,,,,,,
Itek Systems Management,https://www.crunchbase.com/organization/itek-ad45,,"Cloud Data Services, Information Technology, Technical Support",https://itek.co.uk/,"Glenrothes, Fife, United Kingdom","Itek Systems Management are IT service providers that offers IT Support, Business Continuity Services, Cloud Services and IT Consultancy.","806,949",,,,,,,,,,,,,,Active,1994-01-01,day,,1-10,,,,,,
NSC,https://www.crunchbase.com/organization/nsc-9f33,,"Cloud Data Services, Data Center, Information and Communications Technology (ICT)",http://www.networksolutioncompany.com/,"Legnano, Lombardia, Italy","NSC is an ICT services and solutions provider that offers systems integration, cloud solutions, data centers, networking, security services.","807,578",,,,,,,,,,,,,European Union (EU),Active,2006-11-14,day,,11-50,,,,,,
Arioflow,https://www.crunchbase.com/organization/arioflow,Arioflow is a global provider of cloud-based collaborative field asset inspection apps.,"Cloud Data Services, Collaboration, Construction, Software",http://www.arioflow.com,"Nantes, Pays de la Loire, France",Arioflow is a global provider of cloud-based collaborative field asset inspection apps.,"809,786",,,,,,,,,,,,,European Union (EU),Active,2007-01-15,day,1,11-50,Stephane LANDIER,4,,,,
Dateco,https://www.crunchbase.com/organization/dateco,,"Accounting, Cloud Data Services, Professional Services",http://www.webfinance.dk,"Viuf, Syddanmark, Denmark",WebFinance is an accounting program designed for all types of companies and offers WebDesktop which is a flexible workplace in the cloud.,"811,028",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,1995-01-01,day,,1-10,,,,,,
Régens Zrt.,https://www.crunchbase.com/organization/regens-zrt,"Régens is a tech company with deep experience and high-level expertise in business and e-governmental services. The company is a trusted partner in supply chain management being specialized in developing SCM software solutions for more than 10 years. Régens provides professional business and software solutions with the latest technologies for global companies and competitive SMEs with high expectations of digital transformation. The company focuses on improving the client's IT strategy to accelerate revenue growth and result in increased business value and market advance. Régens IT and consulting services are designed to meet today's toughest business and data challenges. The company supports its client's transition strategy by system integration, customized interface / API development and cloud-based software solutions with after sales 0/24 client support. Discovering emerging technologies Régens aims to explore and enable collaboration platforms making trusted data available across enterprises. Régens invests in new technologies and innovative ideas through RTD initiatives. Its main research areas are Big Data, AI, machine learning and deep learning.","Business Information Systems, Business Intelligence, Cloud Computing, Cloud Data Services, Enterprise Applications, IT Infrastructure, IT Management, Mobile Apps, Software, Web Development",https://www.regenseurope.com,"Budapest, Budapest, Hungary","Régens specializes in software development, web&mobile development and cloud&IT services for partners from SMEs to Fortune500 companies.","817,465",,,,,,,,,,,,,European Union (EU),Active,2000-09-28,day,,11-50,,,,,,
Alfa Centauri,https://www.crunchbase.com/organization/alfa-centauri,,"Cloud Data Services, IT Management, Management Information Systems",http://www.alfac.sk,"Bratislava, Bratislava, Slovakia (Slovak Republic)","Alfa centauri provides IT related consulting, coaching, project management, ERP and content management systems.","818,693",,,,,,,,,,,,,European Union (EU),Active,2003-07-17,day,,1-10,,,,,,
Devoteam G Cloud,https://www.crunchbase.com/organization/devoteam-g-cloud,,"Analytics, Cloud Data Services, Consulting, IT Infrastructure",https://gcloud.devoteam.com,"Levallois-perret, Ile-de-France, France","Devoteam G Cloud provides IT solutions and services like data analytics, app development, technology consulting, and Google cloud training.","819,363",,,,,,,,,,,,,European Union (EU),Active,2009-01-01,year,,251-500,,,,,,
Eventovate,https://www.crunchbase.com/organization/eventovate,"Eventovate develops and sells a suite of cloud-based software that radically improves the process of planning and managing weddings. The core of the product is used by the wedding venue (hotels) however Eventovate leverages technology to benefit the couple and their wedding suppliers as well. Eventovate is unique in connecting all the key wedding stakeholders together and using software to address the unmet needs of each party. Eventovate’s technology delivers value added services, revenue generation, deep customer insights, process automation and cost reduction for wedding venues. Its dedicated, online suite of applications and support services drive incremental growth for hotels in an increasingly competitive market. Eventovate was founded in 2009 by a team of experienced technology industry professionals and established international business managers. Eventovate has received numerous accolades since its launch including:  • Listed in prestigious TechCrunch Euro Top 100  • Winner of The Bank of Ireland Bright Ideas Challenge regional finals  • Listed in Irish Times Tech Top 50  • Finalist in Seedcorn competition (Emerging Category)  • Founder listed as one of ‘Top 40 Entrepreneurs Under 40’","Cloud Data Services, Customer Service, SaaS, Software",http://www.eventovate.com/,"Dublin, Dublin, Ireland",Software platform to enable hotels and other venues improve service to event customers,"822,796",,,,,,,,,,,,,European Union (EU),Active,2008-01-01,year,1,1-10,Jason Ruane,,,,,
Speedchilli,https://www.crunchbase.com/organization/speedchilli,,"Cloud Data Services, Consulting, Information Technology, Security, Software",https://www.speedchilli.com,"London, England, United Kingdom","Speedchilli is an IT consulting company that specializes in cloud management, hosting, AWS and alert logic services.","822,477",,,,,,,,,,,,,,Active,2007-01-01,month,,,,,,,,
Lloyds Business Communications,https://www.crunchbase.com/organization/lloyds-business-communications,"Lloyds IP offers Unified Communications, Cloud, IT, and Mobile solutions to help businesses lower cost connectivity across the UK. It works with its clients to deliver solutions in information & communications technology to ensure a scalable and reliable solution to its clients. It was founded in 1997 and is based in St Helens, United Kingdom.","Cloud Data Services, Communications Infrastructure, Information Technology, Software",http://www.lloyds-ip.co.uk,"St. Helens, Staffordshire, United Kingdom","Lloyds IP offers Unified Communications, Cloud, IT, and Mobile solutions to help businesses lower cost connectivity across the UK.","832,960",,,,,,,,,,,,,,Active,1997-01-01,year,,,,,,,,
Prozess,https://www.crunchbase.com/organization/prozess,,"Cloud Data Services, Information Technology, Online Portals, Software",http://www.prozess.no,"Oslo, Oslo, Norway","Prozess renders a workflow management system that offers an infrastructure to monitor, manage, establish and participate in a single system.","843,022",,,,,,,,,,,,,"Nordic Countries, Scandinavia",Active,1997-01-01,day,,1-10,,,,,,
Magellan,https://www.crunchbase.com/organization/magellan-447d,,"Cloud Data Services, Information Technology, Software",https://www.magellano.it/,"Lodi, Lombardia, Italy","Magellan design & develop digital & software projects using the most advanced technologies available, with a strong focus on web & mobile.","852,451",,,,,,,,,,,,,European Union (EU),Active,2009-01-01,year,,11-50,,,,,,
SLM,https://www.crunchbase.com/organization/slm,,"Cloud Data Services, Cyber Security, Information Technology, Software, Technical Support",https://www.slm.es,"Alcobendas, Madrid, Spain","SLM is an IT solution firm that offers software/hardware installation, maintenance, cyber security, and cloud solution services.","856,561",,,,,,,,,,,,,European Union (EU),Active,1998-04-02,day,,11-50,,,,4073,USD,4073
Enter,https://www.crunchbase.com/organization/enter,"Enter is an Internet Service Provider. Born in Milan in 1996, offers connectivity, telephony, datacenter and cloud computing. Includes, inside, Login: a technology coworking space with 150 workstations.","Cloud Data Services, Information Technology",http://www.enter.it/,"Milano, Lombardia, Italy",Enter has been an Internet Service Provider since 1996.,"857,637",,,,,,,,,,,,,European Union (EU),Active,1996-01-01,year,,51-100,,,,,,
doetaylor,https://www.crunchbase.com/organization/doetaylor,"Doetaylor is a technology company that is engaging in designing, installing, and managing intuitive technology and it supports the business.They covers mobile, landline services inc. VoIP, Broadband, Leased Lines and AV solutions.","Cloud Data Services, Information Technology, Internet, Telecommunications, VoIP",https://www.doetaylor.com/,"London, England, United Kingdom","Doetaylor is a technology company that is engaging in designing, installing, and managing intuitive technology.","860,113",,,,,,,,,,,,,,Active,2005-01-01,year,,11-50,,,,,,
ViRSO IT Solutions,https://www.crunchbase.com/organization/virso-it-solutions,"ViRSO IT are trusted experts in the fields of converged, cloud and datacentre technologies. They aim to provide the solutions and services that revolutionize the relationship between Data, employees, and enterprises. They provide platforms and products that deliver a highly scalable business solution for management.","Cloud Data Services, Consulting, Information Technology, Software",https://www.virsogroup.com/it/index.html/,"High Wycombe, Buckinghamshire, United Kingdom",ViRSO IT provides technology solutions to consumers.,"863,804",,,,,,,,,,,,,,Active,2006-01-01,year,,101-250,,,,,,
Sea Bass Software,https://www.crunchbase.com/organization/sea-bass-software,,"Cloud Data Services, Mobile Apps, Software, Software Engineering, Web Development",http://www.seabass.co.uk/,"Chippenham, Wiltshire, United Kingdom",Sea Bass Software is an information and technology consulting service that provides cloud-based solutions to businesses.,"872,039",,,,,,,,,,,,,,Active,1998-01-01,year,,11-50,,,,3594862,USD,3594862
Infomicro,https://www.crunchbase.com/organization/infomicro,"INFOMICRO COMMUNICATIONS is an information technology company. They offer information and communication technology services. Their services are software development and integration, unified communications, cloud solutions, data center, technical consulting & implementation, and technical support and maintenance.","Cloud Data Services, Information and Communications Technology (ICT), Software, Telecommunications",https://infomicro.es,"Espinardo, Murcia, Spain",Infomicro provides information and communication technology services.,"872,392",,,,,,,,,,,,,European Union (EU),Active,1999-01-01,year,,1-10,,,,,,
Redpalm,https://www.crunchbase.com/organization/redpalm,,"Cloud Data Services, Information Technology",https://redpalm.co.uk,"Northampton, Northamptonshire, United Kingdom","Redpalm connects workplaces with managed IT services, integrated cyber security and disaster recovery solutions tailored to suit business.","877,134",,,,,,,,,,,,,,Active,2010-01-01,day,1,11-50,Olly Cogan,,,,,
Calm Response,https://www.crunchbase.com/organization/calm-response,"Calm Response provides Cloud Computing, IT Strategy, Mobility, Big Data, Business Continuity / Disaster Recovery BCDR, Datacenter, SaaS, IT Support Managed Services, Programme & Project Management, Microsoft Solutions, CIO Advisory Services, IaaS, IT Outsourcing, and Digital Business.","Cloud Computing, Cloud Data Services, Consulting, Flash Storage, SaaS, Software",http://www.calmresponse.com,"Liverpool, Liverpool, United Kingdom","Calm Response provides Cloud Computing, MSP, SaaS, Consultants","880,800",,,,,,,,,,,,,,Active,1999-01-01,year,1,11-50,Andrew Wright,,,,,
Intovoice,https://www.crunchbase.com/organization/intovoice,,"Cloud Data Services, Communications Infrastructure, Information Technology, Network Security",https://www.intovoice.eu/,"Beverwijk, Noord-Holland, The Netherlands","Intovoice provides mobility, telephony, UC, cloud, communication, data solutions, connectivity services to the business market.","883,368",,,,,,,,,,,,,European Union (EU),Active,2007-01-01,year,,101-250,,,,,,
Antiane PRM (EMEA Reseller),https://www.crunchbase.com/organization/antiane-prm-emea-reseller,"Antiane in an IT service provider supports the advice, implementation, and maintenance of entire information system. Antiane support services like Outsourcing, Infracloud, SecureIT, Mailsuite, ITvoice, ViscoTeam.","Cloud Data Services, Information Services, Information Technology, Outsourcing",https://antiane.com/,"Le Havre, Haute-Normandie, France","Antiane focuses on Outsourcing, Cloud, IT Security, Networks, IP Telephony & Video-conferencing services.","884,402",,,,,,,,,,,,,European Union (EU),Active,2000-01-01,year,,11-50,,,,,,
Team Service,https://www.crunchbase.com/organization/team-service-4649,,"Cloud Data Services, Enterprise Software, Software",https://www.teamservice.co.uk/,"London, England, United Kingdom",Team Service provides cloud based software applications and solutions for small and medium size businesses.,"887,910",,,,,,,,,,,,,,Active,2005-01-01,year,,1-10,,,,,,
Finvoicer,https://www.crunchbase.com/organization/finvoicer,,"Accounting, Billing, Cloud Data Services, Financial Services",https://www.finvoicer.fi,"Turku, Western Finland, Finland","Finvoicer offers complete invoice lifecycle, accounting, and financial solutions and services that help clients save time and money.","888,651",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2009-01-01,year,,11-50,,,,14014480,USD,14014480
Acrea,https://www.crunchbase.com/organization/acrea,,"Cloud Data Services, Information Technology, Software",http://www.acreagroup.com,"Danderyd, Stockholms Lan, Sweden",Acrea is an information technology company.,"890,222",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2000-01-01,day,,1-10,,,,,,
