Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
CloudShift,https://www.crunchbase.com/organization/cloudshift,CloudShift works across all Salesforce product clouds to deliver exceptional and innovative projects. It implements and manages Salesforce platforms for current and new customers.,Cloud Computing,https://cloudshiftgroup.com,"London, England, United Kingdom","CloudShift builds, designs, and maintains Salesforce platforms to transform sales, marketing, and customer service.","103,404",,,,,,,,,,,,,,Active,2015-01-01,year,1,11-50,Alastair Murray,,,,,
Qoobus,https://www.crunchbase.com/organization/qoobus-corporation,"Qoobus is a transportation business social networking platform which allows companies from logistics (shippers, carriers and freight forwarders), who sign-up for free profiles, to connect with new or existing partners/companies to trade and exchange their freight or transportation capacity online.","Cloud Computing, Logistics, Shipping, Transportation",http://qoobus.com,"Bucharest, Bucuresti, Romania",Qoobus is a business networking platform which allows logistics companies to trade and exchange their freight or transport capacity online.,"105,605",,,,,,,,,,,,,European Union (EU),Active,2017-07-27,day,1,11-50,Mihail Cernei,,,,,
Insane,https://www.crunchbase.com/organization/insane-co,Insane is a creative internet company that pushes boundaries of the internet to create new and unique online experiences. Its goal is to build strong relationships with the people they encounter and help businesses thrive in this digital era. The company is consist of a team of professionals creating digital experiences with great passion. Innovation and progress are our core values. The company understand the importance of an enjoyable collaboration and always put your wishes at the front of every project. ,"Cloud Computing, Internet, Social Impact, Software, Web Design, Web Development, Web Hosting",https://insaneberlin.com,"Berlin, Berlin, Germany",Insane is a creative internet company that pushes boundaries of the internet to create new and unique online experiences.,"105,838",,,,,,,,,,,,,European Union (EU),Closed,2016-06-19,day,1,11-50,Jack Delman,,,,,
Aucobo,https://www.crunchbase.com/organization/aucobo,Aucobo connects shop floor workers with smart collaboration software to increase process efficiency and deliver new data insights.,"Cloud Computing, Information Technology, Software",https://aucobo.de,"Stuttgart, Baden-Wurttemberg, Germany",Aucobo connects shop floor workers with a smart collaboration software to increase process efficiency and deliver new data insights.,"106,581",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,2,11-50,"Benjamin Schaich, Michael Reutter",,,,,
XIOS/3,https://www.crunchbase.com/organization/xios-3,"XIOS/3 enables standardization of open source components into reusable & maintainable building blocks, making web applications a breeze to develop. Distributed edge cloud computing allows web apps to utilize computing power in device edge, improving speed & usability while reducing operational cost of providing them.","Cloud Computing, Developer Platform, Developer Tools, Enterprise Software, Internet, PaaS, SaaS, Software, Web Apps, Web Development",https://xios3.com,"Linköping, Ostergotlands Lan, Sweden",The Edge Application Platform to increase benefits & value of open source code & make it edge compatible,"109,635",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2018-01-09,day,3,1-10,"Daniel Arthursson, Karl Hyltberg, Rasmus Lundqvist",,,,,
Nanocloud Software,https://www.crunchbase.com/organization/nanocloud-software,"Nanocloud turns any desktop-based application into a cloud solution, accessible directly from a browser. It is available as a packaged solution or a cloud-based service, Nanocloud replaces traditional Virtual Desktop Infrastructure solutions at a fraction of the cost and complexity.  Large and small organizations across the world use Nanocloud to support their digital transformation, with use cases as diverse as Chromebook deployments and BYOD programs, SaaS enablement of legacy software, or streamlining of software asset management.  Nanocloud is headquartered in Paris, France and is supported by Bpifrance, Breega Capital, Siparex, and Seed4Soft.","Cloud Computing, Cloud Data Services, Productivity Tools, SaaS, Software",https://www.nanocloud.com/,"Paris, Ile-de-France, France",Nanocloud Software helps companies and vendors transform applications into cloud-based solutions.,"112,745",,,,,,,,,,,,,European Union (EU),Closed,2015-01-01,year,2,11-50,"Dominique Rodrigues, Erfane Arwani",,,,,
viciniti by WICASTR,https://www.crunchbase.com/organization/wicastr-limited,"viciniti by WICASTR helps industrial firms modernize their IT infrastructure to overcome challenges related to outdated infrastructure and processes with a focus on the On-Premise Edge. We Enable & Streamline Edge ecosystem deployment at scale.   It's a LOW-CODE approach to securely deploy any software on any hardware, and easily scale on demand.","Cloud Computing, Hardware, Internet of Things, Mobile, Software, Wireless",https://www.viciniti.co,"London, England, United Kingdom",PLATFORM TO SIMPLIFY EDGE COMPUTING DEPLOYMENTS,"113,971",,,,,,,,,,,,,,Active,2014-01-01,year,3,11-50,"Armine Saidi, David Esteves, Sarath Kumar Kumaraiah",,,,,
Lunar Ventures,https://www.crunchbase.com/organization/lunar-ventures,"Lunar Ventures is a deep-tech, seed-stage venture fund with a team of 3 deep-tech expert partners in Berlin  that come from science, and business in deep tech companies. The firm particularly invests across Europe into founders building high potential startups that specialize in artificial intelligence or machine learning,  blockchain, cybersecurity, big data, analytics, or other industries.","Artificial Intelligence, Cloud Computing, Computer Vision, Cyber Security, Finance, Financial Services, Information and Communications Technology (ICT), Machine Learning, Simulation, Venture Capital",http://lunarventures.eu/,"Berlin, Berlin, Germany","Lunar Ventures is a deep-tech, seed-stage venture fund with a team of 3 deep-tech expert partners in Berlin.","114,996",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,3,1-10,"Elad Verbin, Luis Shemtov, Mick Halsband",,,,,
Paytailor,https://www.crunchbase.com/organization/paytailor,"Paytailor is a cloud multi-platform for payments, services and customer loyalty. Paytailor is far more than just Mobile payment solution, enabling users to access multiple services beyond the scope of the ​mobile payment as such. Paytailor solves two very fundamental problems, millions of businesses globally face. These are accessibility and costs, fuelled by cash payments and card terminals. Both expensive, and limiting the ability to choose how and where to accept payments. Most mobile payment solutions require integrations, card terminals or additional hardware. So, those ways of payment don’t really solve any problems or create new values. For merchants, it’s an investment in hardware that does not yield any new payment scenarios. They are still tied down to the same location, the same customers and the same card payment. Only the mechanics (swipe vs. chip vs. tap) vary from solution to solution.  Paytailor replaced physical payment with virtual, which means everything is entirely on the cloud. This enables to accept payments in multiple ways, allowing businesses to choose the most beneficial for their business. We can onboard merchants in 8 minutes virtually and they can start accepting payments with an existing device and bank account, no integrations needed. Paytailor also has a public API which allows simple and fast integration with PoS systems, in-app e-commerce and IoT payments (which means we can make devices, doors, gates, machines etc to accept mobile payments).  Paytailor gives people the freedom of paying remotely and by any means of payment they prefer. Paytailor acts as a payment aggregator, which means different payment methods in addition to credit or debit card (mobile carrier billing, PSD2 open banking- direct debiting, top-up solutions, even cryptocurrencies etc). That allows customers to choose the method most suitable for them and on the business side, save costs from payment processing fees. For Paytailor it means easy scaling, also to underbanked areas.","Big Data, Cloud Computing, E-Commerce, E-Commerce Platforms, FinTech, Internet of Things, Loyalty Programs, Mobile Payments, Payments",https://www.paytailor.com/,"Tallinn, Harjumaa, Estonia","Paytailor is distribution software, which connects businesses with clients","116,341",,,,,,,,,,,,,European Union (EU),Active,2015-01-08,day,3,1-10,"Erki Adams, Mariliis Mia Topp, Rode Luhaäär",4,,,,
Neu Ocean Technologies,https://www.crunchbase.com/organization/neu-ocean-technologies,"Neu Ocean offers a comprehensive business management solution to help business increase productivity and improve quality with minimum resources ar less time. The solution is a set of over 130 modules and features including Accounting, HRM, Sales, Inventory, CRM, project management, web builder, customer service, email marketing, social media management customers' portal, suppliers' gateway and more, all at one dashboard and sharing the same database. All are integrated with Unified communication tools and collaboration features. Neu Ocean was founded in 2022 by Amir Negm and is based in London, United Kingdom.","Cloud Computing, Collaboration, Enterprise Software, IaaS, Information Technology, PaaS, Productivity Tools, Project Management, SaaS",https://neuocean.com,"London, England, United Kingdom",Scalable AI-powered business management and automation PaaS & IaaS Provider.,"116,529",,,,,,,,,,,,,,Active,2022-02-24,day,4,101-250,"Amir Negm, Anna Nikulina, Bahaa Abou Ghoush, Tony Karam",,,,,
Apio,https://www.crunchbase.com/organization/apio-s-r-l-,"Apio is an open-hardware and open-software platform that enables users to create their own system of smart and connected objects. It was launched by Lorenzo Di Berardino, Alessandro Chelli, Matteo Di Sabatino, and Alex Benfaremo in July 2014 and is based in Ancona, Italy.","Cloud Computing, Electronics, Hardware, Internet of Things, Software",http://www.apio.cc/en/home,"Ancona, Marche, Italy",Apio borns to provide the necessary tools for connect physical and digital world and provide a beautiful service and applications.,"117,869",,,,,,,,,,,,,European Union (EU),Active,2014-07-23,day,4,1-10,"Alessandro Chelli, Alex Benfaremo, Lorenzo Di Berardino, Matteo Di Sabatino",,,,,
Giunko,https://www.crunchbase.com/organization/giunko,"Giunko is an IT startup specialized in the development of cloud-based solutions addressed to the mobile and web world. Field of action: smartcity platform for circular economy and recycling. We design and develop complex architectures and distributed systems based on cutting-edge technologies aimed at process innovation and the quality of the user experience. We aggregate, process, and process large amounts of data to best enhance them in competitive scenarios.","Cloud Computing, Cloud Data Services, Information Services, Information Technology",http://www.junker.app,"Bologna, Emilia-Romagna, Italy","Giunko is an IT startup for circular economy and waste sorting, specialized in the development of cloud-based solutions","119,530",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,month,3,1-10,"Benedetta De Santis, Giacomo Farneti, Noemi De Santis",,,,,
Hostarium,https://www.crunchbase.com/organization/hostarium,"Traditionally websites have faced two choices: using cheap, overcrowded 'shared' hosting or spending large amounts of money for dedicated hardware which adds complexity and unnecessary cost. Modern cloud services such as Google Compute and Amazon Web Services provide high levels of resiliency and scalability. But the technical cost of entry remains extremely high, putting these advanced technologies out of reach of most users and small businesses without dedicated IT staff. That's where Hostarium's platform comes in. Founded by three hosting industry veterans with over 25 years of combined experience, we believe cloud technology should be available to everyone, regardless of their technical experience. Our platform provides true next-generation capabilities, providing every website a secure, auto-healing environment, using our in-house control panel to provide quick, jargon-free website management.","Cloud Computing, Developer APIs, Information Technology, Internet, PaaS, Web Hosting",https://www.hostarium.com,"London, England, United Kingdom","Hostarium's unique platform provides scalable, affordable hosting solutions using the power of Google Cloud","120,497",,,,,,,,,,,,,,Active,2019-01-09,day,2,1-10,"Bruce Taylor, Dominic Taylor",,,,,
Canos,https://www.crunchbase.com/organization/canos-labs,Canos Develop And Distribute Smart-Glasses With Can-OS,"Cloud Computing, Information Technology",https://canos.in,"Berlin, Berlin, Germany",Canos Develop And Distribute Smart-Glasses With Can-OS,"124,834",,,,,,,,,,,,,European Union (EU),Closed,2022-01-01,year,,11-50,,,,,,
Molecular Life,https://www.crunchbase.com/organization/molecular-life,"The Molecular Life solution offering consists of Apps, Web Portals and a DNA Test.  Users can store personally selected information about their health profile, link it with drug knowledge from recognized published sources, and by taking a DNA test, cross-reference their profile with genomic statistics from across the world.  The app can be available as a health tool without the DNA based information, with the app white-labeled for insurance, health, hospital and travel related businesses, providing businesses with marketing eco-systems offering customer engagement, loyalty and retention.  With our value proposition being in the health and well being space (both B2B and B2C) the app is a ""challenger"" for health knowledge and drug safety,  as well drug drug interactions (including severity)   The app has: Products                                         97,331 Ingredients                                     9,136 Ingredients linked to product      1,051,316 Product Ingredient interactions  4,691,343 Product label records                   889,605 Product synonyms                        54,026,066 The DNA Test can identify known associations or potential issues linked to their genomic profile, around drug interactions and disease predispositions. The DNA SNP that Molecular Life are using was designed by Molecular Life and Affymetrix and is across 850,000 data points and 2,300 genes","Cloud Computing, Health Care, Health Insurance, Lifestyle, Personal Health, Wellness",http://www.molecular-life.com,"London, England, United Kingdom","App enabling drug safety and interactions across 54m products and manufacturers, with a DNA Test for disease for pre dispositions","125,551",,,,,,,,,,,,,,Closed,2015-02-01,month,2,11-50,"John Ireland, Nigel Rees",,,,,
SymbaSync,https://www.crunchbase.com/organization/symbasync-ltd,"SymbaSync™ helps organizations maximize return on employee investment by providing Human Resources Software to source, qualify, and engage employees to populate project teams. SymbaSync’s tools increase employee satisfaction improving employee ownership, engagement, and retention. SymbaSync provides a company with a complete overview of up-to-date employee skills, interests, and workplace preferences.","Cloud Computing, Human Resources, Project Management, Software",https://main.symbasync.com/,"Edinburgh, Edinburgh, City of, United Kingdom",SymbaSync creates instant access to up-to-date employee skills and interests to source for temporary and permanent project teams.,"126,233",,,,,,,,,,,,,,Active,2016-08-01,day,2,1-10,"Damodar Sojka, Joseph McElmeel",,,,,
Heedbook,https://www.crunchbase.com/organization/heedbook,"First AI-based software for evaluating customer satisfaction in real-time. During customer interactions, Heedbook receives video and audio streams from an employee’s webcam, analyzes the customer’s emotions, the content of the conversation with the employee and offers a complete range of services to measure overall customer satisfaction with the quality of service. The system also allows to rank employees according to service quality and workload, to analyze which phrases cause positive or negative customer reactions, to control scripts adherence. The usage of service allows to significantly increase the efficiency of service quality management through minimal maintenance costs.","Artificial Intelligence, Cloud Computing, Facial Recognition, Information Technology, Internet, Internet of Things, Software, Speech Recognition",https://heedbook.com/,"Moscow, Moscow City, Russian Federation",Heedbook is an AI-based software for evaluating customer satisfaction in real-time.,"127,114",,,,,,,,,,,,,,Closed,2017-02-18,day,1,11-50,Dmitry Romanov,,,,,
Ntropy Analytics,https://www.crunchbase.com/organization/ntropy-analytics,"Reliable cost effective solution for monitoring all relevant factors in modern city. It provides real time data  and analytics  about atmospheric conditions, air quality, noise levels and number of people in range with ability to add additional sensors. Powerful location based analytics software and hardware that passively detects people and its Wi-Fi devices in defined areas, registers their appearances and discovers trends and habits of people in the real world.","Analytics, Big Data, Cloud Computing, Internet of Things, Machine Learning",http://www.ntropy.cloud/,"Smederevo, Vojvodina, Serbia",Cloud Analytics  for  physical  world of IOT,"134,583",,,,,,,,,,,,,,Active,2018-01-01,year,1,1-10,Srdjan Stojkovic,,,,,
eMunicipality,https://www.crunchbase.com/organization/kratos,"eMunicipality's goal is to help local governments reach a connected presence online. With Kratos's eMunicipality SaaS solution public administrations can deliver improved public services at a significantly lower cost; integrate dozens of citizen services into one cohesive system, and reduce spending on IT infrastructure by leveraging a scalable and secure cloud.","Cloud Computing, Government, SaaS",http://kratostechnology.com/,"Paris, Ile-de-France, France",eMunicipality provides online services for local governments and their citizens.,"135,922",,,,,,,,,,,,,European Union (EU),Active,2014-05-01,day,1,1-10,Mohamed Fakihi,,,,,
OM3GA SOLUTIONS,https://www.crunchbase.com/organization/om3ga-solution,"OM3GA SOLUTIONS provides services in AI/ML speech-to-text, text-to-speech and virtual assistant, web design and hosting.","Artificial Intelligence, Augmented Reality, Cloud Computing, Enterprise Software, Machine Learning, Natural Language Processing, Software, Speech Recognition, Web Design, Web Hosting",https://om3ga.org/,"Zemun, Vojvodina, Serbia","OM3GA SOLUTIONS provides services in AI/ML speech-to-text, text-to-speech and virtual assistant, web design and hosting","140,700",,,,,,,,,,,,,,Active,2016-09-13,day,2,1-10,"Amil Cengic, Snjezana Gomilanović",,,,,
Fumarii Technologies,https://www.crunchbase.com/organization/fumarii-technologies,"Fumarii Technologies is a startup which has developed technology that allows anyone to expand the storage, memory and processing power of their computer instantaneously.",Cloud Computing,http://www.fumarii.com/,"North Shields, North Tyneside, United Kingdom",Fumarii Technologies is the future of computing.,"141,450",,,,,,,,,,,,,,Active,2017-07-01,month,1,1-10,Liam Gill,,,,,
Unelma Platforms,https://www.crunchbase.com/organization/unelma-platforms,"Over the past few years, we have solved business problems of about 1k to 5k customers across 120 countries by providing state-of-the-art software solutions. We are poets, writers, dreamers, creative thinkers, designers, technologists and marketers with a deep passion for our profession and a razor-sharp perception for detail. We employ about 11-50 people in the organisation who are working in various parts of Europe (in Finland), Asia (in Nepal) and America (in Chicago). We have built several projects, software solutions and services across a diverse range of categories such as higher education, healthcare, artificial intelligence and cloud computing that directly or indirectly have helped big corporation in the software development industry. We are not just any software development company we are all dreamers. We are in a business of shaping your dreams into reality. Our one and only mission is to empower people.","Artificial Intelligence, Blockchain, Cloud Computing, CRM, Enterprise Software, Internet of Things, Payments, Software",https://www.unelmaplatforms.com/,"Helsinki, Southern Finland, Finland",Unelma Platforms is an international software platform company that develops business-specific software and offers IT consulting services.,"142,076",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2015-01-01,year,1,11-50,Santosh Kalwar,,,,,
TiNC Works!,https://www.crunchbase.com/organization/tinc-works,"The TiNC Works! system measures the health of your network using sensors in key positions on your network, and analyzes and displays health statistics in a SAAS portal. Identify bottlenecks and other (potential) performance issues, run remote diagnostics and stress tests, the only upgrade those parts of the network where it counts. Hidden bottlenecks affect productivity and sales, and common network monitoring tools are oblivious to these kinds of issues. TiNC Works! adds new insights, and speeds up the discovery and mitigation process.","Application Performance Management, Cloud Computing, Cloud Infrastructure, Enterprise Software, Industrial Automation, Internet, Network Security, SaaS, Software, Virtualization",http://www.tinc.works,"The Hague, Zuid-Holland, The Netherlands",Determine and manage the health of your network - even if it stretches into the cloud... ,"143,965",,,,,,,,,,,,,European Union (EU),Active,2016-12-09,day,1,11-50,Jeroen Tirion,,,,,
Cloud Ninjas,https://www.crunchbase.com/organization/app-ninjas,"Cloud Ninjas is a digital learning platform which gets everyone across your entire enterprise on board with cloud software - fast. Transitioning to the cloud requires careful change management and training efforts, if you want integration and adoption to be successful.  That’s why they’ve developed an engaging, gamified platform that optimises training for cloud software and business processes. They measure adoption rates and adapt trainings in real-time to individual profiles. With regular updates and incentives, users are kept interested and current. Cloud Ninjas results in fast and affordable adoption of your cloud investment.","Cloud Computing, Enterprise Software, SaaS, Software",http://appninjas.io,"London, England, United Kingdom",Cloud Ninjas is a digital learning platform which gets everyone across one's entire enterprise on board with cloud software.,"144,287",,,,,,,,,,,,,,Closed,2014-01-01,year,3,1-10,"Freek van de Griendt, Lennart Benoot, Lorentz Verstraete",,,,,
ConCloud,https://www.crunchbase.com/organization/concloud,"ConCloud is an innovative address book application for smartphones – if one your friends or colleagues changes his contact information, your CC address book is automatically updated. ConCloud revolutionizes the management of contact data and solves the problem of outdated/lost contacts. - Up-to-date contact data of all contacts without any effort required from the user - Exchange of CC-PINs to connect with contacts - for quicker, more efficient networking - Qualitative independent network - our users have full control over who can access their contact data and vice-versa simple. self-updating. contacts.","Android, Apps, Cloud Computing, Contact Management, iOS, Search Engine",http://www.concloud.com,"Frankfurt, Hessen, Germany",ConCloud revolutionizes the management of contact data - simple. self-updating. contacts.,"144,353",,,,,,,,,,,,,European Union (EU),Closed,2014-02-28,day,1,1-10,Christoph F. Gamon,,,,,
Cumulus1,https://www.crunchbase.com/organization/cumulus1,"Cumulus1 is an IaaS company that offers a range of solutions to meet the clients' requirements. Cumulus1's integrated rendering engines enables to reduce rendering times 83%. It was founded in 2018 and based in London, England.","Cloud Computing, GPU, Software",https://www.cumulus1.network/,"London, England, United Kingdom",Cumulus1 is an IaaS company that offers a range of solutions to meet the clients' requirements.,"146,005",,,,,,,,,,,,,,Active,2018-05-03,day,1,1-10,Remel Marcelle,,,,,
Deskdoo.com,https://www.crunchbase.com/organization/deskdoo-com,"Poland-based Deskdoo gives you and your employees a sort of central repository for almost anything. You can create Microsoft Office compatible documents on the fly, create ToDo lists, and even take notes. You can create multiple desktops for multiple departments and you can even store your personal files in a separate area.  It eliminates the need to buy a software licenses or local PC installation. Customers pay for the usage of our software services as in a typical SaaS model. Companies do not need to spend their money on buying extra server hardware or any additional software. Deskdoo system is using the latest Internet technologies HTML5 and the newest JavaScript frameworks and libraries with cloud computing model. It uses full range current modern Internet browser possibilities. It creates a virtual operating system for users and allows them to work and collaborate in a real time on the same workspaces just like on the typical desktop operating system.  With Deskdoo, they target small- and mid-sized businesses that have a lot of remote workers. This is how they work on everyday basis. This is virtual operating system that is largely beneficial for companies whose workforce is to a lesser or greater extent geographically dispersed. A mid-sized company that hires a few dozens of employees and freelancer is a perfect use scenario for Deskdoo. The owner creates desktops for managers of each department. The desktops serve as a multi direction communication platform for all users. It also works as a document repository which allows all users to integrate their private cloud storage. A number of key global trends have emerged that are changing the landscape for today’s worker. Remote work offers global opportunities for talent who seek to match their skills with the companies and available positions that exist beyond the constraints of a physical commute. It allows top talent, no longer bound by geography, to work wherever they want to work, especially if their skill sets or occupations are in high demand. According the Kelly Services Report ""Maximizing Virtual Work"" 4.9 millions Americans will work regularly from home in 2016 and 50 millions will telecommute at least one day a week in 2018. In response to these trends they offer their solution for organizations with remote workers, which allow them increase effectiveness.","Cloud Computing, Enterprise Software, Internet, SaaS, Software, WebOS",,"Warsaw, Mazowieckie, Poland",Deskdoo is an award-winning Virtual Cloud Desktop full of business apps for distributed teams and remote workers.,"152,815",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,day,2,1-10,"Adam Adamczyk, Dawid Krawczykiewicz",,,,,
Cudo Ventures,https://www.crunchbase.com/organization/cudo-ventures,"Cudo is the global leader in providing monetization applications for users around the world.  Cudo has created one of the worlds largest infrastructure platforms, managing millions of devices across the cloud compute and blockchain space.  Live in over 145 countries, Cudo makes better use of the worlds computing capacity.  Every day, our platforms deliver value to our users that boost revenues, increase margins and enable rapid responses to changing market dynamics and volatility.","Blockchain, Cloud Computing, Cloud Infrastructure, Cloud Management, Cryptocurrency, Internet, Mining, Mining Technology, Video Editing, Video Streaming",https://www.cudoventures.com/,"London, England, United Kingdom",Cudo Ventures is a provider of sustainable cloud computing and Tech4Good monetisation software live in over 145 countries.,"153,437",,,,,,,,,,,,,,Active,2017-11-01,month,1,11-50,Matt Hawkins,,,,,
Janasense,https://www.crunchbase.com/organization/janasense,"Janasense believes technology can help us to get old in better condition.  Felling good, staying good to enjoy life.  We developp small wireless sensor to catch the rythm of life at home, bases ont he house metering. By identifying weak signal, we are able to prevent risks of fragility. We use precious machine algorithms in our cloud for that. Because life is a game, we use also this information as quantified self to inpire people to exercice more, et better and live through the mobile application. We take care of caregivers too. To avoid stress due to lack of information we share what'is necessary to be reassure. Think positive ! ","Apps, Artificial Intelligence, Cloud Computing, Elder Care, Health Care, Internet of Things, Smart Home",http://www.janasense.com/en,"Orléans, Centre, France","Janasense reinvents the way to offer older people well being at home, with serenity for caregiver.","153,476",,,,,,,,,,,,,European Union (EU),Active,2016-12-19,day,1,1-10,Mickael Alves,,,,,
Extracty,https://www.crunchbase.com/organization/mastermindlabs,Extracty offers web data extraction services for developers. Extracty lets clients update the code it generated to give them full control. This lets them add custom logic and change the output to the format they want.,"Cloud Computing, Data Integration, Information Technology",https://extracty.com,"Potsdam, Brandenburg, Germany",Web data extraction for developers. Create dynamic web scrapers in minutes and get the latest online information in clean JSON.,"155,481",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,2,1-10,"Amir Azodi, Carl Ambroselli",,,,,
Viridom,https://www.crunchbase.com/organization/viridom,"Viridom is a cloud-based platform for energy management in Nanogrids that puts nanogrid electricity users in real-time control of their production, consumption, and storage, while at the same time it facilitates true automated demand-side management and customer engagement for the utility companies. At the core of VIRIDOM is an analytics engine handling and processing the energy data, and a set of algorithms for cost and energy usage optimization. Beyond providing visually-appealing information and actionable energy-efficient recommendations to nanogrid users, Viridom also offers rich and technically meaningful demand-side information and user activity patterns to power utilities, and sets a foundation for insight and analysis to help them make more informed business decisions such as infrastrure planning, grid optimization, personalized pricing schemes and predictive maintenance, and execute quickly.","B2B, Cloud Computing, Energy",http://viridom.com/,"Paphos, Paphos, Cyprus",Viridom is a cloud-based platform.,"155,710",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,3,1-10,"Pavlos Antoniou, Vasos Vassiliou, Zinon Zinonos",,,,,
rtobjects,https://www.crunchbase.com/organization/rtobjects,"We transform the way brands sell and tell stories online with Personal Interactive CGI.  Everyone buys online – digital is replacing the retail experience.  Buying online provides amazing convenience, choice and control. But online product visuals are static, inflexible and lifeless – nowhere near the retail experience. We combine the rich cinematic visuals of games and movieswith the interactivity of the Internet to deliver Personal Interactive CGI. We deliver these interactive visual experiences in standard web pages, on any device - no downloads, no wait times. So people can really see and experience things before they buy them.","Advertising, Automotive, Cloud Computing, Data Visualization, Digital Marketing, E-Commerce, Gaming, Real Estate, Video Streaming, Virtual Reality",http://www.rtobjects.com,"London, England, United Kingdom",“World Streaming” — delivering rich interactive visuals to everyone everywhere.,"157,903",,,,,,,,,,,,,,Closed,2015-11-16,day,4,1-10,"Craig Walmsley, Ian Monaghan, Matt Rubin, Neil Hutchinson",,,,,
Hume,https://www.crunchbase.com/organization/hume,,"Cloud Computing, Internet, Software",https://hume.cloud,"Lyon, Rhone-Alpes, France",Hume,"166,299",,,,,,,,,,,,,European Union (EU),Closed,2019-02-21,day,1,1-10,victor ducoulombier,,,,,
Trehane Technology Co.,https://www.crunchbase.com/organization/trehane-technology-co,"Trehane Tech provides full-service, managed cloud and IT solutions in Hampshire and across the south of England. We aim to solve all of your organisation’s IT problems and frustrations by employing cutting edge solutions, optimising your business processes, and enhancing your efficiency. We tailor our services to the needs of each customer in terms of simplicity, scale and budget. We also believe in providing a friendly and personable service, responding quickly to requests – in person - so you can keep doing what you do best.","Cloud Computing, Cloud Infrastructure, Communications Infrastructure, Internet, Internet of Things, IT Infrastructure, IT Management, Private Cloud, Telecommunications, Unified Communications",https://trehanetech.co.uk,"Winchester, Hampshire, United Kingdom",Trehane Tech is a managed IT and Cloud solutions provider based in Hampshire.,"167,038",,,,,,,,,,,,,,Active,2018-07-11,day,1,1-10,Oscar Trehane,,,,,
epilot,https://www.crunchbase.com/organization/e-pilot,"The software-as-a-service cloud platform epilot enables companies with complex products, services and processes to simplify their B2C and B2B business.  For more than 100 enterprise customers, the Cologne-based tech company combines modern customer experiences with efficient collaboration management: At the customer interface, epilot is used to digitally capture inquiries or sell products and services online. A 360° view supports in building  customer loyalty and exploiting  revenue potential. And an automated workflow management makes collaboration with partners more efficient.","B2B, Cloud Computing, E-Commerce, Enterprise Software, SaaS, Software",https://epilot.cloud/,"Cologne, Nordrhein-Westfalen, Germany",The SaaS platform to simplify your business.,"168,017",,,,,,,,,,,,,European Union (EU),Active,2017-08-01,day,2,51-100,"Michel Nicolai, Szilard Toth",,,13820171,USD,13820171
Immerly,https://www.crunchbase.com/organization/immerly,Immerly is a cloud-based restaurant management application that helps in running a restaurant with the help of data-based decisions.,"Cloud Computing, Consulting, Information Services, Point of Sale, Software",https://immerly.com/en/,"Prague, Hlavni mesto Praha, Czech Republic",Immerly is a cloud-based restaurant management application that helps in running a restaurant with the help of data-based decisions.,"169,309",,,,,,,,,,,,,European Union (EU),Active,2020-01-01,year,,1-10,,,,,,
Livello Technologies GmbH,https://www.crunchbase.com/organization/livello,"Livello is accelerating the digital transformation in retail-, warehousing- and commercial places. Automating traditional asset management and the point of sale to increase efficiency, the ideal inventory availability, faster decision-making capabilities, added values for customers and innovative new business models to boost sales. The Livello smart kiosk is able to autonomously recognise, track, manage, sell and rent out physical goods. The solution enables us to identify and analyse users and items, e.g., to track which user obtained or returned what product at what time. By means of real-time inventory management and fulfilment planning, constant availability and production requirements can be determined, to optimize short-term and quantitative material movements.","Cloud Computing, Cloud Management, Hardware, Internet of Things, IT Infrastructure, Machine Learning, Office Administration, Retail Technology, Software, Vending and Concessions",https://www.livello.io,"Düsseldorf, Nordrhein-Westfalen, Germany",Building autonomous automated retail solutions and a B2B IoT platform using advanced analytics and machine learning,"171,068",,,,,,,,,,,,,European Union (EU),Active,2016-05-13,day,1,11-50,Alex Eissing,,,,,
