Name	Description	Location	Employees	Type	Website	Rank	Founded Date	Operating Status	Company Type	Contact Email	Headquarters Regions	Legal Name	Phone Number	Founders	Funding	Last Funding Type	Also Known As	Hiring	Stock Symbol	Sub-Organization of	Venture Info 1	Venture Info 2	Investor Type	Investment Stage	Related Hubs	Accelerator Program Type	Hub Tags	Industry 1	Industry 2	Industry 3	Industry 4	Industry 5	Industry 6	Industry 7	Industry 8	Industry 9	Industry 10	Industry 11	Industry 12	Industry 13	Industry 14	Industry 15	Industry 16	Industry 17	Industry 18	Industry 19	Industry 20	Industry 21	Industry 22	Industry 23	Industry 24	Industry 25	Industry 26	Industry 27	Industry 28	Industry 29	Industry 30	Industry 31	Industry 32	Industry 33	Industry 34	Industry 35	Industry 36	Industry 37	Link 1	Link 2	link_3	PP URL
ima-diff-mediactive-digital	Ima'Diff Mediactive Digital provides the development and hosting of services and applications.	Paris, Ile-de-France, France	11-50	Private	www.imadiff.com	2,097,108	1994	Active	For Profit		European Union (EU)	Ima'Diff Mediactive Digital SAS	+33 01 55 28 86 80															Mobile Apps	Outsourcing	Web Apps	Web Hosting																																		https://www.linkedin.com/company/ima-diff/ 	https://twitter.com/imadiff		
image-plus-f36f	ImagePlus offers various services including web development, SEO, web/mobile apps, photography, copywriting, machine learning, and big data.	Ixelles, Brussels Hoofdstedelijk Gewest, Belgium	1-10	Private	www.imageplus.be	1,300,603	Feb 14, 2006	Active	For Profit	imageplus@imageplus.be	European Union (EU)																	Big Data	SEO	Web Apps																																			https://www.linkedin.com/company/image-plus/			
image-projector	Image Projector offers recruitment, waste management, and stable management software.	Margam, Neath Port Talbot, United Kingdom	1-10	Private	www.imageprojector.co.uk	1,899,998	2006	Active	For Profit			Image Projector Ltd.	+44 01656 360063															Software	Web Apps																																				https://www.facebook.com/imageprojector	https://www.linkedin.com/company/image-projector-ltd		
imagile	Imagile is an agency specializing in the development of tailor-made web and mobile solutions.	Hérouville-saint-clair, Basse-Normandie, France	11-50	Private	www.imagile.fr/	1,362,087	2001	Active	For Profit	contact@imagile.fr	European Union (EU)	Imagile	+33231532880	Marc Houssaye														Computer	Internet	Mobile Apps	Software	Web Apps																																	https://www.facebook.com/imagile.fr/	https://www.linkedin.com/company/imagile-france/	https://www.twitter.com/ImagileFr	
imagination-workshops	Imagination workshops is a web and communication agency that Specializes in Web Design, SEO, web restyling, SEO, and corporate identity.	Cuneo, Piemonte, Italy	1-10	Private	www.officineimmaginazione.com/	1,760,364	2009	Active	For Profit	info@officineimmaginazione.com	European Union (EU)	Imagination Workshops Srl	+39 0172 273 391															Advertising	Digital Marketing	Information Technology	SEO	Social Media Management	Web Apps	Web Design	Web Development																														https://www.facebook.com/pg/officineimmaginazione/	https://it.linkedin.com/company/officineimmaginazione	https://www.twitter.com/OImmaginazione	https://www.officineimmaginazione.com/it/privacy-policy/
imagospirit	Imagospirit is a web agency that provides technical support, Google tools, web apps, website design, hosting, and development services.	Rouen, Haute-Normandie, France	1-10	Private	www.imagospirit.fr	1,497,177	Oct 1, 2000	Active	For Profit	agence@imagospirit.com	European Union (EU)		+33-023-286-0388															Technical Support	Web Apps	Web Design	Web Hosting																																		https://www.facebook.com/imagospirit/ 	https://www.linkedin.com/company/imagospirit-agence-web	https://twitter.com/imagospirit	
imaker	Imaker is a pioneering platform that extends its knowledge and experience in offering reliable digital and web solutions for its customers.	Asker, Akershus, Norway	1-10	Private	www.imaker.no	283,776	Jan 1, 2000	Active	For Profit	imaker@imaker.no	Nordic Countries, Scandinavia		47-909 33 905															Content	Social Media	Web Apps																																			https://www.facebook.com/imakeras/	https://www.linkedin.com/company/imaker-as/		
imc-service	IMC Service is a software company that offers integrated systems for analysis, inspection, industrial plant management, and monitoring.	Mascalucia, Sicilia, Italy	11-50	Private	www.imcservice.eu/	1,314,067	1985	Active	For Profit	info@imcservice.eu	European Union (EU)	IMC Service S.r.l.	+39-95-727-30-19															Industrial	Software	Training	Web Apps																																		https://www.linkedin.com/company/imc-service-srl/			
impactory	use your reach for a good cause and track your impact	Vienna, Wien, Austria	1-10	Private	impactory.org	955,726	2018	Active		info@impactory.org	European Union (EU)			Elke Pichler, Emanuel Riccabona														Crowdfunding	Non Profit	Social Entrepreneurship	Social Impact	Web Apps																																	https://www.facebook.com/impactory.org	https://www.linkedin.com/company/impactoryorg/	https://twitter.com/impactory_org	
impaddo	Impaddo provides a variety of applications for iOS and Android as well as the web using cloud technologies.	Moscenica, Sisacko-Moslavacka, Croatia	11-50	Private	www.impaddo.com/	1,767,793	2010	Active	For Profit	we@impaddo.com	European Union (EU)		+385 0151-40702667															Apps	Information Technology	Mobile Apps	Software	Web Apps																																	https://www.facebook.com/impaddo.we.design.software/	https://www.linkedin.com/company/impaddo-doo/	https://twitter.com/impaddo	https://www.impaddo.com/privacy-policy/
impetris-technology	Impetris Technology is an information technologies & services company.	Pfungen, Zurich, Switzerland	1-10	Private	impetris.ch	1,268,553	Jan 1, 2001	Active	For Profit	INFO@IMPETRIS.CH		Impetris Technology GmbH.	+41 079 766 7788															Information Services	Information Technology	Mobile Apps	Software	Web Apps																																	https://www.linkedin.com/company/impetris-technology-gmbh/	https://twitter.com/impetris		
impishfish	Impishfish is a collection of everything I do and is difficult to say when you're at the bank.	Salisbury, Wiltshire, United Kingdom	1-10	Private	www.impishfish.com	1,990,523	2010	Active	For Profit	hello@impishfish.com		Impishfish Ltd	(+44) 01725 578123															Facility Management	Web Apps																																				https://www.facebook.com/impishfish	https://www.linkedin.com/in/kenrayner/	https://www.twitter.com/https://twitter.com/impishfish	
impressie	Impressie develops websites and web applications for companies and NGOs.	Leiden, Zuid-Holland, The Netherlands	1-10	Private	www.impressie.nl	1,682,877	May 1, 1994	Active	For Profit	info@impressie.nl	European Union (EU)		31-715730521															Web Apps	Web Design	Web Development																																						
i-m-s-adc6	IMS is an IT firm that offers application development, websites, data center, financial services, security. and technical support.	Athens, Attiki, Greece	11-50	Private	www.imsgr.com	1,996,028	Jan 1, 1986	Active	For Profit	admin1@imsgr.com	European Union (EU)		30-2109801110															Data Center	IT Infrastructure	Web Apps																																			https://www.facebook.com/ims.enterprise.solutions	https://www.linkedin.com/company/ims-pliroforiki-sa/	https://twitter.com/ims_pliroforiki	
incca	incca specializes in the development of software, web and mobile applications.	Rosenheim, Bayern, Germany	1-10	Private	www.incca.com/	941,326	Jan 1, 1998	Active	For Profit	info@incca.de	European Union (EU)		49-8031-2220831															Mobile Apps	Software	Web Apps																																			https://www.facebook.com/inccaGmbH/	https://www.linkedin.com/company/incca-gmbh/	https://twitter.com/inccasistemas	https://www.incca.com/privacy
incora	Incora is into software development with solutions in the domain of web development, design, technical support, and quality assurance.	Lviv, L'vivs'ka Oblast', Ukraine	11-50	Private	incorainc.com/	472,109	Jan 1, 2015	Active	For Profit	info@incorainc.com				Bohdan Vasylkiv														Software	Software Engineering	Web Apps	Web Development																																		https://www.facebook.com/incorainc/	https://www.linkedin.com/company/incorainc/		https://incorainc.com/privacy-policy
incotel-engineering-company-for-computer-and-telecommunications-technology	InCoTel engineering company for computer and telecommunications technology provides data protection for the companies.	Petersburg, Hessen, Germany	11-50	Private	www.incotel.de	1,941,123		Active	For Profit	sales@incotel.en	European Union (EU)	InCoTel engineering company for computer and telecommunications technology mbH	+49 6656 919418															Database	Security	Telecommunications	Web Apps																																					
indal	INDAL specializes in personalized software development, programming, training, technical support, web and mobile apps.	Münster, Nordrhein-Westfalen, Germany	11-50	Private	www.indal.de	835,919	Jan 1, 1994	Active	For Profit	kontakt@indal.de	European Union (EU)		49-251-41446200															Software Engineering	Technical Support	Web Apps																																						
indalweb	Indalweb is a web hosting and domain register company.	El Ejido, Andalucia, Spain	1-10	Private	www.indalweb.net/index.aspx	1,192,734	1999	Active	For Profit	info@indalweb.net	European Union (EU)	Indalweb Internet, S.L.	+34 950 48 7968															Domain Registrar	Internet	Mobile Apps	Web Apps	Web Design	Web Hosting																																https://www.facebook.com/indalweb	https://www.linkedin.com/company/indalweb-internet-s-l-	https://twitter.com/indalweb	
indeso	Indeso is a software development company that specializes in business intelligence, and mobile and web applications.	Couzon-au-mont-d'or, Rhone-Alpes, France	1-10	Private	indeso.fr	1,978,817	2011	Active	For Profit		European Union (EU)																	Business Intelligence	Mobile Apps	Web Apps																																			https://www.linkedin.com/company/indeso/			
indigen	Indigen specializes in the development of IT web applications, mobile applications, and software solutions for several businesses.	Nice, Provence-Alpes-Cote d'Azur, France	11-50	Private	www.indigen.com	1,384,421	Oct 1, 2003	Active	For Profit	contact@indigen.com	European Union (EU)		+33 4 93 55 06 01															Information Technology	Mobile	Mobile Apps	Software	Web Apps																																	https://www.linkedin.com/company/indigen-factory/	https://twitter.com/indigendigital		
individee	Individee specializes in developing intuitive software applications for both desktop and web along with google ad grants services.	Berlin, Berlin, Germany	1-10	Private	individee.com//	628,984	2010	Active	For Profit	kontakt@individee.com	European Union (EU)	Individee GmbH	+49 30 609 85 32 - 0															Desktop Apps	Information Technology	Software	Web Apps																																		https://www.linkedin.com/company/individeegmbh/			
indocs	Indocs is an IT service company that builds, optimizes, and manages apps.	Utrecht, Utrecht, The Netherlands	11-50	Private	indocs.nl/	1,105,995	2002	Active	For Profit	info@indocs.nl	European Union (EU)	Indocs B.V.	+31 030 233 13 15															Apps	Business Development	Consulting	IT Infrastructure	Web Apps																																	https://www.linkedin.com/company/indocs/			https://indocs.nl/privacyverklaring/
indual	indual provides websites and web applications.	Brig, Valais, Switzerland	1-10	Private	www.indual.ch	1,630,351	2009	Active	For Profit	info@indual.ch		indual GmbH	+41 027 922 90 00															Training	Web Apps	Web Browsers	Web Development																																		https://www.facebook.com/indual	https://www.linkedin.com/company/indual-gmbh	https://twitter.com/indual_gmbh	
industrious-agency	Industrious Agency is a digital agency that specializes in creating online experiences.	Leeds, Leeds, United Kingdom	1-10	Private	industrious.agency/	1,285,146	2011	Active	For Profit	leeds@industrious.agency		Industrious Agency	0113 887 0181															Advertising	Information Technology	Web Apps	Web Development																																		https://www.linkedin.com/company/weareindustrious/			
inerpro	Inerpro offers installation of energy systems.	Sant Cugat Del Vallès, Catalonia, Spain		Private	inerpro.es	1,591,583		Active	For Profit	info@inerpro.es	European Union (EU)	Inerpro	+34 935 531 176															Energy	Energy Storage	Finance	Web Apps																																					
inesta-web-application	Inesta Web Application provides web development, wordpress themes, SEO, system link, management and maintenance services.	Utrecht, Utrecht, The Netherlands	1-10	Private	www.inesta.nl	184,548	2002	Active	For Profit	info@inesta.nl	European Union (EU)		+31-30-227 -0496	Roel Veldhuizen														SEO	Software	Web Apps	Web Development																																		https://www.linkedin.com/company/inesta/			
in-extenso-digital	In Extenso Digital specializes in the creation of web applications.	Vitrolles, Provence-Alpes-Cote d'Azur, France	11-50	Private	www.inextenso.digital/	951,493	Jan 1, 2017	Active	For Profit	contact@inextenso.digital	European Union (EU)		33 442774590															Information Technology	Internet	Web Apps																																			https://www.facebook.com/inextensodigital/	https://www.linkedin.com/company/in-extenso-digital/		
infanion	Infanion is a full-stack custom software development company specialized in custom software solutions.	Tremelo, Vlaams-Brabant, Belgium	51-100	Private	www.infanion.com	1,106,545	2010	Active	For Profit	info@infanion.com	European Union (EU)		+32 3 369 01 66															Mobile Apps	Software	Web Apps																																			https://www.facebook.com/infanion/	https://www.linkedin.com/company/infanion/	https://twitter.com/infanion	
infine-437c	Infine specializes in software development, web application setup, custom solutions, and customer support services.	Levallois-perret, Ile-de-France, France	11-50	Private	infine.io	1,923,997	2019	Active	For Profit	info@infine.io	European Union (EU)																	Software	Web Apps	Web Development																																			https://www.linkedin.com/company/infine-france/			
infi-utrecht	Infi develops tailor-made web and mobile applications that help clients achieve their goals and create a successful business.	Utrecht, Utrecht, The Netherlands	11-50	Private	www.infi.nl	1,346,080	Feb 6, 2003	Active	For Profit	info@infi.nl	European Union (EU)		31-302325888															Mobile Apps	Software	Web Apps																																			https://www.facebook.com/InfiNL/	https://www.linkedin.com/company/infinl/	https://twitter.com/infinl?lang=en	
inflex-studio	Web & mobile application development	Budapest, Budapest, Hungary	1-10	Private	inflexstudio.com	1,101,684	Dec 1, 2013	Active	For Profit	hello@inflexstudio.com	European Union (EU)		+36205202505															Mobile Apps	Product Design	Software	UX Design	Web Apps	Web Design	Web Development																															https://www.facebook.com/inflexstudio	https://www.linkedin.com/company/10211669/	https://twitter.com/inflexstudio	https://inflexstudio.com/docs/privacy-policy.pdf
infoapps	infoapps has been the innovative provider of global patent and non-patent information.	München, Bayern, Germany	1-10	Private	www.infoapps.de/	903,713	Jan 1, 1990	Active	For Profit	info@infoapps.de	European Union (EU)		49 89 30748570															Apps	Web Apps																																							
infoass-consulting	Infoass Consulting is an IT company that provides hosting, website creation, content management systems, and e-learning services.	Rome, Lazio, Italy	1-10	Private	www.infoass.it/	1,512,229	2005	Active	For Profit	info@infoass.it	European Union (EU)	Infoass Consulting S.R.L.	+39-6-9970-5792															Information Technology	Web Apps	Web Development	Web Hosting																																		https://www.facebook.com/infoass/?ref=page_internal	https://www.linkedin.com/company/infoass/?originalSubdomain=ae		https://www.infoass.it/microcredito/microcredito/impresa/privacypolicy.html
infoberry	Infoberry provides web design, web development, mobile app development, branding, SEO, and web application services.	London, England, United Kingdom	1-10	Private	infoberry.co.uk	1,389,060	2011	Active	For Profit	hello@infoberry.co.uk		Infoberry Limited	44-755-118-3204															Email Marketing	SEO	UX Design	Web Apps	Web Design	Web Development																																https://www.facebook.com/InfoberryUK	https://www.linkedin.com/company/infoberryuk	https://twitter.com/InfoberryUK	
info-consulting-c3d8	Info-Consulting is a consulting company that specializes in web development, web design, and software development services.	Saint-victurnien, Limousin, France	1-10	Private	info-consulting.fr	1,508,219	Oct 6, 2013	Active	For Profit	contact@info-consulting.fr	European Union (EU)		05.87.07.07.07				Conicom Limoges											Consulting	Mobile Apps	Web Apps	Web Design	Web Development																																	https://www.facebook.com/conicomlimoges	https://www.linkedin.com/company/info-consulting-87	https://twitter.com/infoconsult_87	
infoconsulting-informatik-gmbh	Infoconsulting Informatik GmbH is a software company  that specializes in web applications and software development services.	Wittenbach, Sankt Gallen, Switzerland	1-10	Private	www.infoconsulting.ch/	1,946,443		Active	For Profit	info@ici.swiss			41 712900110															Software	Web Apps	Web Development																																						
info-frame	Info-Frame provides custom application development, CRM and Sharepoint implementation, and cloud applications and services.	Budapest, Budapest, Hungary	11-50	Private	www.infoframe.hu	1,552,396	Jul 1, 2005	Active	For Profit	info@infoframe.hu	European Union (EU)		36-30-5209210															Cloud Security	CRM	Software	Web Apps																																					
infomanager-63a9	Infomanager creates solutions and tools to support business intelligence and performance management.	Forlì, Emilia-Romagna, Italy	1-10	Private	www.infomanager.it	1,152,730	2000	Active	For Profit	info@infomanager.it	European Union (EU)	Infomanager srl.	+39 0543 65482															Application Performance Management	Business Development	Web Apps																																			https://www.linkedin.com/company/infomanager-srl/	https://twitter.com/infoManagersrl		https://www.infomanager.it/privacy-policy/
infomedia-doo	INFOMEDIA doo is a Web application software development company.	Novo Mesto, Novo mesto Urban Commune, Slovenia	1-10	Private	www.infomedia.si/	1,506,099	Aug 13, 2007	Active		info@infomedia.si	European Union (EU)		386-07-6000308															Mobile Apps	Software	Web Apps	Web Development																																		https://www.facebook.com/infomedialabs			
inforte-4021	Inforte centers on system integration, web app development, mobile app development, consultation, IoT and counseling services.	Sandefjord, Vestfold, Norway	1-10	Private	www.inforte.no/	1,262,552	Jan 1, 2007	Active	For Profit	post@inforte.no	Nordic Countries, Scandinavia		47-469-51-010															Consulting	Mobile Apps	Software	Web Apps																																		https://www.linkedin.com/company/inforte-as/	https://twitter.com/InforteAS/		
info-service-belgium	ISB offers a wide range of IT and communication solutions like database maintenance, cloud solutions, web-based applications, etc.	Gent, Oost-Vlaanderen, Belgium	11-50	Private	www.infserv.com	1,792,212	Jan 1, 1987	Active	For Profit	info@infserv.com	European Union (EU)		32-9 265 97 70															Cloud Infrastructure	Information Technology	Web Apps																																						
infotech-e4aa	Infotech is a software company that stays abreast of the latest technological trend in the custom development of mobile, desktop & web apps.	Bratislava, Bratislava, Slovakia (Slovak Republic)	11-50	Private	www.infotech.sk	718,004	Jan 1, 1999	Active	For Profit	office@infotech.sk	European Union (EU)		421-905-668220															Mobile Apps	Software	Web Apps																																			https://www.linkedin.com/company/infotechsk/			
infovi	Infovi specializes in networks, security, assistance, access, web, VoIP, cloud, telephony, rentals, web app, and hosting services.	Vicenza, Veneto, Italy	11-50	Private	www.infovi.net	1,121,523	Jul 17, 2003	Active	For Profit	info@infovi.net	European Union (EU)		0444 1788000	Marco Ceccon														Security	VoIP	Web Apps																																			https://www.facebook.com/pg/infovi.net/	https://www.linkedin.com/company/infovi/		https://www.infovi.net/privacy/
infrism-technologies-limited	Infrism Technologies is top IT agency known for their innovative and highly professional designing & development skills.	London, England, United Kingdom	11-50	Private	infrism.com	1,382,935		Active	For Profit	info@infrism.com																		Digital Marketing	Web Apps	Web Design	Web Development																																		https://www.facebook.com/Infrism/	https://twitter.com/InfrismLTD		https://infrism.com/privacy-policy/
infront-3ab7	InFront specializes in building web applications using JavaScript and other popular frameworks.	Warsaw, Mazowieckie, Poland	11-50	Private	infront.com.pl	1,598,804	Jan 1, 2014	Active	For Profit		European Union (EU)																	Web Apps	Web Design	Web Development																																			https://www.facebook.com/infrontcompl	https://www.linkedin.com/company/infront-in/about/		
ingemark	Ingemark specializes in software development, web apps, cloud computing, and IT solutions.	Zagreb, Grad Zagreb, Croatia	11-50	Private	www.ingemark.com	1,351,844	Jan 1, 1990	Active	For Profit	hello@ingemark.com	European Union (EU)		385-1-6658 140	Viktor Matic														Cloud Computing	Software	Web Apps																																			https://www.facebook.com/ingemark	https://www.linkedin.com/company/ingemark/	https://twitter.com/ingemark_com	https://www.ingemark.com/cookies-and-privacy-policy/
ingenieria-informatica-empresarial	Ingenieria Informatica Empresarial is a software and application development company.	Alicante, Comunidad Valenciana, Spain	1-10	Private	i2e.es	1,398,637	2007	Active	For Profit	i2e@i2e.es	European Union (EU)	INGENIERÍA INFORMÁTICA EMPRESARIAL, S.L.	34 910 60 64 40	Emilio Bravo, Jose Luis Ramirez			I2E											Business Intelligence	Information Technology	Software	Web Apps																																		https://www.facebook.com/Ingenieria-Informatica-EmpresarialSL-211248275585043	https://www.linkedin.com/company/ingenieria-informatica-empresarial	https://twitter.com/i2e_es	
ingewikkeld	Ingewikkeld specializes in software development, event planning, training, building web apps, interim management, and consulting services.	Woudenberg, Utrecht, The Netherlands	1-10	Private	ingewikkeld.net	1,469,937	2010	Active	For Profit	info@ingewikkeld.net	European Union (EU)	Ingewikkeld B.V																Software	Training	Web Apps	Web Development																																		https://www.facebook.com/ingewikkeldnet/	https://www.linkedin.com/company/ingewikkeld/	https://twitter.com/ingewikkeldnet	
inhand-systems	InHand Systems offers bespoke software & web application development, internet and intranet services.	Worksop, Nottinghamshire, United Kingdom		Private	inhand.co.uk	1,868,432		Active	For Profit			Inhand Systems Limited																Information Technology	Software	Web Apps	Web Development																																					
inicialweb	InitialWeb is a web agency that provides web design, web apps, and digital marketing services.	Barcelona, Catalonia, Spain	11-50	Private	inicialweb.com/	1,771,216	Jan 1, 2011	Active	For Profit	info@inicialweb.com	European Union (EU)		34.670.583.212				Socialweb											Digital Marketing	Web Apps	Web Design																																			https://www.facebook.com/InicialWeb-146105222680140/	https://twitter.com/InicialWeb		
initics	initics provides electronic data interchange and business integration services.	Munich, Bayern, Germany	1-10	Private	initics.de	1,045,477	2019	Active	For Profit	kontakt@initics.de	European Union (EU)	initics GmbH.	+49 899 542 825 40	Julian Kowatsch														Business Development	Enterprise Resource Planning (ERP)	Information Technology	Software	Web Apps																																	https://www.linkedin.com/company/initics-de/			
inlovewith-ab	Inlovewith is a production company, delivering any digital production within web, apps & installations.	Stockholm, Stockholms Lan, Sweden	1-10	Private	www.inlovewith.com/	1,708,490	May 29, 2015	Active	For Profit	k@inlovewith.com	European Union (EU), Nordic Countries, Scandinavia		46840800940															Apps	Web Apps	Web Development																																						
inmapper	Interactive Indoor Map Platform	Istanbul, Istanbul, Turkey	1-10	Private	inmapper.com	132,372	Jun 2016	Active	For Profit	hello@inmapper.com		Mihmandar Bilgi Teknolojileri A.Ş.		Ahmet Salih Er, Sarp Tomrukcu	Seed	Seed												Indoor Positioning	Location Based Services	Mapping Services	Web Apps																																		https://www.facebook.com/inmapper	https://www.linkedin.com/company/inmapper	https://www.twitter.com/inmapper	
innobox	Innobox is an IT company that develops web apps, online shops, software, API, and offers graphic design, marketing, and cloud services.	Bremen, Bremen, Germany	11-50	Private	www.innobox.de	1,133,856	Jan 1, 2000	Active	For Profit	info@innobox.de	European Union (EU)		49-421-517 037 80	Jörn Völker														Graphic Design	Software	Web Apps																																			https://www.facebook.com/innobox.de/	https://www.linkedin.com/company/innobox-gmbh/		
innoqa	innoQA is a software company.	Madrid, Madrid, Spain	11-50	Private	innoqa.es	814,515	2010	Active	For Profit		European Union (EU)	innoQA, SL	+34 913 400 014															Developer APIs	Mobile Apps	Software	Web Apps	Web Development																																	https://www.linkedin.com/company/innoqa/			
innovailable	Innovailable design and develops software solutions and web applications with modern technologies for the projects to solve complex issues.	Dresden, Sachsen, Germany	11-50	Private	www.innovailable.eu	1,820,006		Active	For Profit	mail@innovailable.eu	European Union (EU)		49-351-486 726 40															Software	Web Apps	Web Design	Web Development																																		https://twitter.com/innovailable			
innovapp	InnovApp is an app design studio that creates digital products.	Saint-cloud, Ile-de-France, France	1-10	Private	www.innovapp.fr	1,659,894	2018	Active	For Profit	contact@innovapp.fr	European Union (EU)	InnovApp SAS.	+33 01 84 19 95 79															Graphic Design	Mobile Apps	Web Apps																																			https://www.linkedin.com/company/innovapp-sas/	https://twitter.com/innovapp_sas		
innovatic	Innovatic offers digital solutions such as mobile apps, web apps, websites, dashboards, and serious games to its clients.	Delft, Zuid-Holland, The Netherlands	11-50	Private	www.innovattic.com/	738,733	Jan 1, 2009	Active	For Profit	info@innovattic.com	European Union (EU)		31 0 15 763 21 67	Desmond van der Meer, Lauwerens Metz														Mobile Apps	Serious Games	Web Apps																																			https://www.facebook.com/InnovatticAppmakers/	https://www.linkedin.com/company/innovatticappmakers/	https://twitter.com/Innovattic	
innovation-feel	Innovation Feel is a software outsourcing company that designs and builds friendly digital products in Web and Mobile areas.	Cherkasy, Cherkas'ka Oblast', Ukraine	11-50	Private	innovationfeel.com	927,262	Jan 1, 2016	Active	For Profit	letsgo@innovationfeel.com			380977139183															Mobile Apps	Product Design	Software	Web Apps																																		https://www.facebook.com/innovationfeel	https://www.linkedin.com/company/innovation-feel/about/	https://twitter.com/innovationfeel	
innovsquare	Innovsquare is a software company engaged in open source technologies.	Paris, Ile-de-France, France	1-10	Private	www.innovsquare.com	1,803,605	2014	Active	For Profit	contact@innovsquare.com	European Union (EU)	Innovsquare	+33 1 71 34 44 76															Internet of Things	Mobile Apps	Software	Web Apps																																		https://www.linkedin.com/company/innovsquare/	https://twitter.com/innovsquare		
inouit	Inouit is a web and UX design agency specializing in creation of websites, web applications and mobile applications.	Lille, Nord-Pas-de-Calais, France	11-50	Private	www.inouit.fr	1,363,946	Dec 10, 2001	Active	For Profit	contact@inouit.com	European Union (EU)		33 320021391															Mobile Apps	Software	Web Apps	Web Development																																		https://www.facebook.com/page.inouit/	https://www.linkedin.com/company/inouit/	https://twitter.com/inouit	
inovamatic-lda	Inovamatic Lda develops any application based on their very own web environment platform WEBTOP.	Torres Vedras, Lisboa, Portugal	1-10	Private	www.inovamatic.com	1,506,306	2015	Active	For Profit	info@inovamatic.com	European Union (EU)		+351 261 144 522															Software	Web Apps	Web Development	Web Hosting																																		https://www.linkedin.com/company/10093939/	https://twitter.com/inovamatic		
in-pagina	In pagina publishing company that offers graphic design, logo, corporate identity, web, app, and editorial communication services.	Saronno, Lombardia, Italy	1-10	Private	www.inpaginasas.it	1,512,978	Mar 23, 1994	Active	For Profit	info@inpaginasas.it	European Union (EU)		39 029621708				Di Monti Raimondo E C.   S.A.S.											Graphic Design	Publishing	Web Apps																																						https://www.inpaginasas.it/assets/privacy.pdf
inperon	Inperon offers IT services like websites & web-shops, mobile sites & apps, web applications, search engine & email marketing to businesses.	Rotterdam, Zuid-Holland, The Netherlands	1-10	Private	www.inperon.nl	811,055	Jan 1, 1995	Active	For Profit	willem-jan.tanis@inperon.nl	European Union (EU)		31-884673766															Email Marketing	Mobile Apps	Web Apps																																			https://www.facebook.com/pg/Inperon	https://www.linkedin.com/company/inperon-bv	https://twitter.com/Inperon_BV	
inphase	InPhase offers software solutions, web and mobile apps development, databases, video streaming, IPTV for iOS, and Android.	Odelzhausen, Bayern, Germany	1-10	Private	www.inphase-software.de	1,184,643	Jan 1, 2002	Active	For Profit	jl@inphase-software.de	European Union (EU)		49-8134-555162				inPhase Software											Software	Video Streaming	Web Apps																																						
insalgo	Insalgo is a custom software and web development firm.	Gdansk, Pomorskie, Poland	11-50	Private	www.insalgo.com	1,778,759	2013	Active	For Profit	contact@insalgo.com	European Union (EU)	Insalgo	+48 535 669 451															Mobile Apps	Software	Software Engineering	Web Apps	Web Development																																	https://www.linkedin.com/company/insalgo/ 	https://twitter.com/Insalgo		
insiders-technologies	Insiders Technologies is an IT company that offers innovative software solutions that include web-based, mobile and cloud-ready products.	Kaiserslautern, Rheinland-Pfalz, Germany	101-250	Private	www.insiders-technologies.de	464,686	Jan 1, 1998	Active	For Profit	info@insiders-technologies.de	European Union (EU)		49-631-920811700															Information Technology	Software	Web Apps																																			https://www.facebook.com/InsidersTechnologies/	https://www.linkedin.com/company/insiderstechnologies/	https://twitter.com/insiders_tech?lang=en	
insight-mobile	Insight Mobile is an award winning Brighton-based native iPhone, iPad, Android and web app development company.	Hooe, East Sussex, United Kingdom	1-10	Private	www.insightmobile.co.uk/	781,997	Jan 1, 2010	Active	For Profit	info@insightmobile.co.uk		Insight Mobile Ltd	44 1273 803000				Insight Mobile											Android	Marketing	Mobile Advertising	Web Apps																																		https://www.facebook.com/insightmobile	https://www.linkedin.com/company/insight-mobile-ltd/	https://www.twitter.com/insightmobile	https://www.insightmobile.co.uk/privacy-policy
inspira-abb3	Webdesign, Online Applications, Online Marketing	Arendonk, Antwerpen, Belgium	1-10	Private	www.inspira.be/	534,706	Jan 1990	Active	For Profit	info@inspira.be	European Union (EU)	Inspira bvba	003214896589															Advertising	Digital Marketing	E-Commerce	Web Apps	Web Design	Web Development																																https://www.facebook.com/inspirabvba/	https://www.linkedin.com/company/inspira-bvba/	https://twitter.com/Inspira_bvba/	
inspiro	Inspiro® is a multidisciplinary, Branding, Graphic Design and Website Solutions company.	London, England, United Kingdom	1-10	Private	inspirocreative.com	745,767	2007	Active	For Profit	enquiries@inspirocreative.com																		Advertising	Brand Marketing	Graphic Design	Personal Branding	Web Apps	Web Design																																https://www.facebook.com/inspirocreative	https://www.linkedin.com/company/inspiro-1/about/	https://www.twitter.com/inspirocreative	
inspirum-technologies	Inspirum Technologies provides web based solutions.	Bubenec, Hlavni mesto Praha, Czech Republic	11-50	Private	www.inspishop.cz	147,890	Aug 16, 2015	Active	For Profit	jan.hala@inspirum.cz	European Union (EU)	Inspirum Technologies, s.r.o.	+420 721 452 179		Pre-Seed	Pre-Seed												Technical Support	Web Apps	Web Development																																			https://www.facebook.com/inspirumcz/	https://www.linkedin.com/company/inspirum-technologies	https://twitter.com/Inspirum_Tech/	
inssio	INSSIO web application development, mobile app development, UX development and outsourcing services.	Belgrade, Vojvodina, Serbia		Private	inssio.com	957,367	2013	Active	For Profit	info@inssio.com			381 11 4083327															Mobile Apps	Software	UX Design	Web Apps																																		https://www.facebook.com/inssio	https://www.linkedin.com/company/inssio	https://twitter.com/inssio	https://inssio.com/careers/privacy-policy/
