Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Square Metrics GmbH,https://www.crunchbase.com/organization/beaconinside,,"Cloud Data Services, Information Technology",https://www.squaremetrics.com/,"Mülheim An Der Ruhr, Nordrhein-Westfalen, Germany",Get more out of location-based data.,"438,818",,,,,,,,,,,,,European Union (EU),Closed,2014-03-01,month,2,11-50,"Cornelius Rabsch, Michael A. Kappler",,,,,
Alfun,https://www.crunchbase.com/organization/alfun,,"Cloud Data Services, Information Services, Information Technology",https://www.alfun.fr,"Paris, Ile-de-France, France",Alfun is a digital service company.,"439,176",,,,,,,,,,,,,European Union (EU),Active,2012-12-03,day,,11-50,,,,,,
Probackup,https://www.crunchbase.com/organization/probackup,,"Business Development, Cloud Data Services, Information Services",https://probackup.es,"Santa María Del Camí, Catalonia, Spain",Probackup offers cloud backups and business continuity services.,"441,984",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,month,,1-10,,,,,,
LOVIS,https://www.crunchbase.com/organization/lovis,"LOVIS is an information technology company that specializes in business consulting, business technology, and enterprise. It features cloud-based enterprise software that helps companies, organizations, and businesses in optimizing their operations. The company was founded in 2014 and headquartered in London, United Kingdom.","Business Intelligence, Cloud Data Services, Information Technology",http://lovis.company,"London, England, United Kingdom","LOVIS is an information technology company that specializes in business consulting, business technology, and enterprise.","453,967",,,,,,,,,,,,,,Active,2014-01-01,year,,101-250,,,,,,
DATA CLARITY,https://www.crunchbase.com/organization/data-clarity-limited,,"Cloud Data Services, Software",https://www.clarity365.co.uk/Home/,"Derby, Derby, United Kingdom",Clarity365 is cloud-based software at its best. They provide you with a variety of packages from expenses and time management.,"456,097",,,,,,,,,,,,,,Active,2011-01-01,year,,11-50,,6,,,,
Data Catalyst,https://www.crunchbase.com/organization/data-catalyst,"Data Catalyst is a new platform for makers and builders and developers and founders who want to connect their apps and services to sources of personal, open, and commercial data. We take the pain out of developing connected apps powered by user activity and fitness, work and personal productivity, wellbeing, environmental impact, smart home, business performance, accounting, social activity data, and more; sourced from apps, devices, wearables, IoT sensors, OpenBanking, Open Energy, Open Data, FAPI, & other APIs. We provide: reliable managed data connections and technology layer; consent & regulatory compliance; sandboxes & anonymised sample data; standardisation & aggregation across data sources; highly-secure, certified compliant storage; data enrichment & analysis; world-class machine learning tools; production-ready deployment options; drop-in white-label app & site components. All delivered via our single, simple, secure API. Built by developers, for developers.","Big Data, Cloud Data Services, Developer APIs, Developer Platform, Information Technology, Medical, SaaS, Software, Wellness",https://datacatalyst.io,"London, England, United Kingdom","Smart Data delivered as a Service - simply, safely, and securely.","456,371",,,,,,,,,,,,,,Active,2020-04-02,day,2,1-10,"Dr Nicholas Rendell, Jude Fisher",,,,,
NStack,https://www.crunchbase.com/organization/nstack,"NStack is a platform which connects data sources, predictive models, and internal tools together so users can rapidly create actions which increase the value of customers. It helps data scientists run more experiments by enabling them to deploy Python models and build analytics workflows in minutes. NStack is headquartered in London, England.","Analytics, Cloud Data Services, Developer APIs, Developer Tools, Enterprise Software",http://nstack.com,"London, England, United Kingdom","NStack is a platform which connects data sources, predictive models, and internal tools together.","462,286",,,,,,,,,,,,,,Active,2015-05-01,month,2,11-50,"Leo Anthias, Mandeep Gill",,,,,
Onogone,https://www.crunchbase.com/organization/onogone,"Onogone is an agency that carries out applied research projects in Artificial Intelligence, data-engineering and data-visualization.","Analytics, Artificial Intelligence, Big Data, Cloud Data Services, Data Mining, Data Visualization, Information Technology, Machine Learning, Software, Software Engineering",https://www.onogone.com/,"Paris, Ile-de-France, France",Onogone is an  AI software company that helps international clients automate and save time by doing math and writing code they own.,"464,033",,,,,,,,,,,,,European Union (EU),Active,2016-10-16,day,1,11-50,Pierre Magrangeas,,,,,
Powerry,https://www.crunchbase.com/organization/powerry,,"Cloud Computing, Cloud Data Services, Information Technology",https://www.powerry.com,"Moscow, Moscow City, Russian Federation",Provider of Data Processing & High-performance Computing Solutions,"465,716",,,,,,,,,,,,,,Closed,2017-01-01,year,1,101-250,Abdumalik Mirakhmedov,,,,,
Core to Cloud,https://www.crunchbase.com/organization/core-to-cloud,"Core to Cloud is a consulting and technical support are provided for the planning and implementation of sustainable security strategies. They embrace innovation, tailoring IT infrastructure to ensure secure and sustainable digital business operations.","Cloud Data Services, Cloud Security, Consulting, Information Technology, Legal, Professional Services, Software",https://www.coretocloud.co.uk/,"Faringdon, Oxfordshire, United Kingdom",Core to Cloud is focusing on cybersecurities.,"468,208",,,,,,,,,,,,,,Active,2013-01-01,year,,11-50,,,,,,
Cloud Sustainability,https://www.crunchbase.com/organization/cloud-sustainability,"Cloud Sustainability is a cloud based software platform that changes the way sustainability knowledge, consultancy and training is delivered. It reduces costs, educates and empowers the user, creating self-sufficiency and delivering long-term sustainable benefit.","Cloud Data Services, Enterprise Software, Service Industry, Software",http://www.cloudsustainability.com,"London, England, United Kingdom","Cloud Sustainability is a cloud based software platform that changes the way sustainability knowledge, consultancy and training is","472,004",,,,,,,,,,,,,,Active,2012-01-01,year,,11-50,,,,,,
Cambrian Technologies,https://www.crunchbase.com/organization/cambrian-technologies,"Cambrian Technologies benut de mogelijkheden van de cloud om u te ontzorgen. Zodat u zich geen zorgen hoeft te maken of uw IT wel naar behoren functioneert, of u wel profiteert van de voortschrijdende efficiëntie. U kunt zich richten op uw kernactiviteiten, onderscheidend vermogen, op innovatie. Wij ontwerpen robuuste oplossingen voor u en implementeren, beheren en optimaliseren deze. Zo zijn uw applicaties en uw data zorgeloos en veilig beschikbaar. Wij richten ons specifiek op de mogelijkheden van de publieke cloud. Die biedt beduidend meer flexibiliteit, elasticiteit, toegankelijkheid en schaalbaarheid dan private en hybride cloud alternatieven. En ook hogere betrouwbaarheid, betere prestaties en meer veiligheid. Bovendien met een significant lagere ‘total cost of ownership’. Samen met u zoeken we de beste manier om over te stappen. Uw applicaties en informatiestromen vormen het uitgangspunt. Wij moderniseren infrastructuur en werkplek, verhogen de kwaliteit en verlagen de kosten. Neem contact op als u staat voor een investeringsbeslissing of contractverlenging, zoekt naar een second opinion of de voordelen van de cloud wilt verzilveren. Als u een partner zoekt om uw cloudstrategie te realiseren.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Consulting, IT Infrastructure, Private Cloud, SaaS",https://cambrian-technologies.com,"Laren, Noord-Holland, The Netherlands","Cloud Migration, SaaS, Public Cloud Services, Cloud Implementation & Integration, Amazon Web Services","472,478",,,,,,,,,,,,,European Union (EU),Active,2018-01-01,year,,1-10,,,,,,
SnapSoft,https://www.crunchbase.com/organization/snapsoft,"SnapSoft is developing large e-Commerce, FinTech, & Industrial Automation systems. Its Cross-functional Agile Teams are experts in deploying Cloud, WebApplication, Terraform modules & are versed in DevOps practices.  SnapSoft migrated huge monolithic systems to flexible & cost-effective microservice-based architecture on the AWS Cloud platform. SnapSoft is servicing clients in the EU, USA & SEA.","Apps, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Consulting, Financial Services, Information Services",https://www.snapsoft.io/,"Budapest, Budapest, Hungary","SnapSoft develops, deploys, and migrates end-to-end FinTech and eCommerce solutions to highly secure, scalable AWS platforms.","477,017",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,4,51-100,"András Stift, Dániel Kerényi, Kristóf Varga, Tamás Tóth",,,,,
External Tables,https://www.crunchbase.com/organization/external-tables,Fully-managed Data-as-a-Service platform that enables your data team to move faster. Get high-quality operational data and insights in ready-to-use formats from your Amazon Marketplace accounts.,"Cloud Data Services, Data Integration, Software",https://tables.dev/,"Vilnius, Vilniaus Apskritis, Lithuania","The External Tables platform improves your time-to-data. Stop worrying about the APIs, and start querying the tables!","479,106",,,,,,,,,,,,,European Union (EU),Active,2022-08-01,month,,1-10,,,,,,
CipherApps,https://www.crunchbase.com/organization/cipherapps,"CipherApps enables users of cloud collaboration services such as Google Docs and Office 365 to meet security, compliance and regulatory requirements in relation to the use and storage of their corporate data in hosted data centres. The CipherApps security gateway provides an invisible encryption service for securing all types of cloud data prior to it leaving the enterprise network, and secures data-at-rest in the cloud. CipherApps preserves the collaborative nature of cloud document services by providing a real-time encryption solution. The CipherApps solution is browser agnostic and does not require client-side software.","Cloud Data Services, Enterprise Software",http://www.cipherapps.com,"Dublin, Dublin, Ireland",CipherApps provides cloud collaboration services such as Google Docs and Office 365 for the storage of corporate data in hosted centers.,"480,764",,,,,,,,,,,,,European Union (EU),Closed,2010-10-01,day,2,1-10,"Hitesh Tewari, Karl Reid",,,,,
Transfon,https://www.crunchbase.com/organization/transfon,"Performance, Data security, privacy, regulation compliance, and growth product and services. Products: * PubPerf - Performance management solution for digital publishers * UniConsent - Universal personal data privacy consent management platform for GDPR CCPA regulation compliance * PubPayment - Payment, membership, subscription and monetisation solutions for online publishers * PubSurge - First party data platform for publishers * Transfon Gateway - Modern website/API/infrastructure data security, performance monitoring and optimization, integration solution powered by data intelligence. Services: * Managed Cloud and server services * Web application performance optimization * Cloud and Infrastructure management and migration * Cost auditing and optimisation * Retailers and e-commerce solution","Big Data, Cloud Data Services, E-Commerce, Marketing, Privacy, Publishing, SaaS",https://www.transfon.com,"London, England, United Kingdom",Building Modern Infrastructure for Digital Publishers and Marketers,"482,136",,,,,,,,,,,,,,Active,2017-10-03,day,,1-10,,,,,,
Hyperneph,https://www.crunchbase.com/organization/hyperneph,"Hyperneph, incorporated on 24 February 2020, is a software and application development consultancy, focusing on digital transformation.","Cloud Data Services, Information Services, Online Portals, Software",https://hyperneph.com,"London, England, United Kingdom","Hyperneph is a software and application development consultancy, focusing on digital transformation.","484,455",,,,,,,,,,,,,,Active,2020-02-24,day,,11-50,,,,,,
Proworx Digital,https://www.crunchbase.com/organization/proworx-digital,,"Cloud Data Services, Information Services, Information Technology, Marketing",https://www.proworx.digital/,"Budapest, Budapest, Hungary",Proworx develops innovative cloud-based revenue generating platforms for B2B sales marketing purposes.,"486,575",,,,,,,,,,,,,European Union (EU),Active,2018-01-01,year,,1-10,,,,,,
Owl's Factory,https://www.crunchbase.com/organization/owl-s-factory,,"Cloud Data Services, Cloud Security, Cyber Security, Digital Marketing, Information Technology, IT Infrastructure, IT Management, Network Security, Software, Web Development",https://www.owlsfactory.com/,"Penafiel, Porto, Portugal","Owl's Factory is an IT company that provides software development, SaaS, virtual office and web services.","488,886",,,,,,,,,,,,,European Union (EU),Active,2013-11-21,day,1,1-10,Jorge Braziela,,,,,
Qrama,https://www.crunchbase.com/organization/qrama,"Qrama provides cloud and big data solutions to companies. It was founded in 2016 by Thomas Vanhove and Gregory Van Seghbroeck with the aim to get companies to big data faster and easier. This is realized mainly through the company's core platform, Tengu. It allows companies to quickly deploy big data frameworks without the need to manually install, configure or integrate the technologies required.","Big Data, Cloud Data Services, SaaS",http://qrama.io,"Gent, Oost-Vlaanderen, Belgium",Qrama provides big data solutions to companies with the aim to get companies to big data faster and easier.,"498,744",,,,,,,,,,,,,European Union (EU),Active,2016-07-27,day,2,1-10,"Gregory Van Seghbroeck, Thomas Vanhove",,,,,
Ever Cloud,https://www.crunchbase.com/organization/ever-cloud,,"Cloud Data Services, Cloud Storage, Collaboration, Information Technology, Meeting Software, Messaging, Software, Telecommunications, Unified Communications",https://ever-cloud.com/,"Amsterdam, Noord-Holland, The Netherlands",Ever Cloud develops and distributes cloud based omnichannel communication and information management solutions and services.,"501,544",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,101-250,,,,,,
Goprowe AB,https://www.crunchbase.com/organization/goprowe-ab,,Cloud Data Services,http://goprowe.se/,"Umeå, Vasterbottens Lan, Sweden",Goprowe is an independent supplier of accredited Microsoft Dynamics NAV add-ons.,"503,515",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2010-11-02,day,,1-10,,,,,,
Altostratus,https://www.crunchbase.com/organization/altostrus,Altostrus is a cloud consulting company specialized in digital transformation and digital solutions.,"Cloud Data Services, Consulting, Information Technology",https://www.altostratus.es/,"Barcelona, Catalonia, Spain",Altostrus is a cloud consulting company specialized in digital transformation and digital solutions.,"511,001",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,day,1,11-50,Daniel Aldea,,,,,
StarClay,https://www.crunchbase.com/organization/starclay,,"Big Data, Business Intelligence, Cloud Data Services, Information Technology",https://starclay.fr/,"Puteaux, Ile-de-France, France","Starclay is a consultancy and integration firm that specializes in the processing, appraisal and optimization of your company's data.","516,547",,,,,,,,,,,,,European Union (EU),Active,2011-01-01,year,,11-50,,,,,,
Heronius,https://www.crunchbase.com/organization/heronius-gmbh,"Digitalisierung mit Hilfe Industrie 4.0 Konnektoren von Maschinen und Anlagen bis hin zur SmartFactory Die Heronius GmbH ist ein junges, dynamisches Unternehmen aus dem Landkreis Göppingen. Gegründet wurde Heronius Ende 2017 von vier motivierten Gründern aus den Bereichen Automatisierung und Software Entwicklung. Der Name Heronius ist abgeleitet vom griechischen Ingenieur Heron von Alexandria, der bereits vor 2000 Jahren eine Automatisierung entwickelt hat, mit der sich Tempeltüren öffnen liesen. Diesen Ingenieursgeist möchten wir gemeinsam mit Ihnen in die heutige Zeit übertragen und Ihre Produktion auf die nächste Evolutionsstufe der Digitalisierung heben.","Artificial Intelligence, Cloud Data Services, Industrial Automation, Machine Learning, Machinery Manufacturing, Robotics, SaaS, Software",http://www.heronius.de,"Göppingen, Baden-Wurttemberg, Germany","Intelligente Vernetzung von Maschinen, Anlagen, Robotern - SaaS, Cloud, Automation, Digitalisierung, Software-Entwicklung - Industrie 4.0","518,381",,,,,,,,,,,,,European Union (EU),Active,2017-12-20,day,4,1-10,"Chirstoph Stettner, Christian Reik, Michael Reik, Michel Thost",,,,,
Quantitec,https://www.crunchbase.com/organization/quantitec-2bc6,"Quantitec has a constantly growing start-up company. Their core competencies include the development of inertial sensor systems for indoor and outdoor navigation, control and electronics development as well as platform-independent mobile applications. With IntraNav technology, which is unique worldwide, and offer indoor navigation solutions and services for a wide variety of industries.","Cloud Data Services, Information Technology, Internet of Things",https://quantitec.de,"Hofheim Am Taunus, Hessen, Germany",Quantitec is an information technology service-based company.,"523,387",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,,,,,,,
Enjinia,https://www.crunchbase.com/organization/enjinia,,"Cloud Data Services, Information Technology, Mobile Apps, Training, Web Development",https://www.enjinia.it,"Naples, Campania, Italy",Enjinia is an IT firm that provides web and mobile application development services.,"524,301",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,1-10,,,,,,
Bullhost Cloud Services,https://www.crunchbase.com/organization/bullhost-cloud-services,,"Cloud Data Services, Cyber Security, Web Hosting",https://bullhost.es,"Bilbao, Pais Vasco, Spain","Bullhost Cloud Services offers an array of services in cybersecurity, marketing, advanced systems and cloud along with its own datacenter.","528,695",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,,11-50,,,,,,
Dataplane,https://www.crunchbase.com/organization/dataplane,,"Analytics, Business Intelligence, Cloud Data Services, Data Integration, Predictive Analytics, Software",https://dataplane.app,"London, England, United Kingdom",Dataplane is a data platform that makes it easy to construct a data mesh with automated data pipelines and workflows.,"531,437",,,,,,,,,,,,,,Active,2021-01-01,year,1,,Saul Frank,,,,,
Datasolvr,https://www.crunchbase.com/organization/datasolvr,,"Cloud Computing, Cloud Data Services, Database, Finance, Financial Services, Information Technology, Insurance, IT Management, Software",https://www.datasolvr.com,"Frederiksberg, Hovedstaden, Denmark",Datasolvr is a software-based company developing software for the financial industry.,"546,036",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2016-11-13,day,,1-10,,,,,,
Agilebydefault,https://www.crunchbase.com/organization/agilebydefault,"Agilebydefault provides product, Agile, DevOps & modern engineering practices. They also have specialists for managed employee performance, comparable to an internal HR function.","Cloud Data Services, Consulting, Enterprise, Information Technology, Training",http://www.agilebydefault.com,"London, England, United Kingdom","Agilebydefault is an Agile and DevOps consulting, training and staffing company.","554,027",,,,,,,,,,,,,,Active,2019-01-01,year,,1-10,,,,,,
Apalia,https://www.crunchbase.com/organization/apalia,,"Cloud Computing, Cloud Data Services, Information Technology",https://www.apalia.net,"Geneva, Geneve, Switzerland",Apalia is an IT company that provides cloud solutions and managed services.,"556,918",,,,,,,,,,,,,,Active,2010-01-01,year,,11-50,,,,,,
Serenytics,https://www.crunchbase.com/organization/serenytics,"When a small/medium company or an internal team needs a data platform to track KPIs or get insights from data, it's more complicated than it should be. It requires a datawarehouse to store data from many sources, an ETL tool to manipulate, aggregate, join the data. Then, it requires a dataviz tool like Tableau or PowerBI. And adding a small Python script to run an ad-hoc computation or data-import is over-complicated (setup a machine, or AWS lambda...). Serenytics embeds all these tools in a single app and is very simple to use. Connecting a SQL database, merging data with XLS files and data from an API, creating dashboards, sharing it with a team, sending an email with a PDF with KPIs... it only takes a few clicks.","Analytics, Business Intelligence, Cloud Data Services, Information Technology, Machine Learning, SaaS, Software",http://www.serenytics.com,"Paris, Ile-de-France, France",Serenytics offers a cloud-based all-in-one data platform (data pipeline - dataviz - python scheduler - AWS Redshift embedded).,"561,607",,,,,,,,,,,,,European Union (EU),Active,2014-09-24,day,1,1-10,Adrien Auclair,,,,,
Weolcan,https://www.crunchbase.com/organization/weolcan,,"Cloud Computing, Cloud Data Services, Information Technology",https://www.weolcan.eu/,"Amsterdam, Noord-Holland, The Netherlands","Weolcan specializes in cloud strategy, solutions and services.","570,081",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,day,,11-50,,,,,,
OhzCloud,https://www.crunchbase.com/organization/ohzcloud,,"Cloud Data Services, Domain Registrar, Internet, Web Hosting",https://ohz.cloud/,"Bilbao, Pais Vasco, Spain","OhzCloud is a company that provides web hosting, domains and VPS solutions with secure AntiDDoS Protection.","575,629",,,,,,,,,,,,,European Union (EU),Active,2019-01-01,year,,1-10,,,,,,
anbol,https://www.crunchbase.com/organization/anbole,"anbol is an economical telephony solution, that provides IT services, servers, workstations, printers, windows and linux systems, telephony over IP, Datacenter hosting, outsourcing, cloud services, creates institutional and e-commerce sites (wordpress, prestashop), wired and wireless networks, xDSL, access security, data security, backups, disaster recovery plan, 3CX solutions, telecom and internet links, broadband, timeshare IT Manager, IT infrastructure.","Business Information Systems, Cloud Data Services, Information Technology, IT Infrastructure, Outsourcing, Security",https://www.anbole.fr,"Saint-martin-bellevue, Rhone-Alpes, France",anbol is a business IT and telephony solution.,"578,839",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,year,,1-10,,,,,,
Softline,https://www.crunchbase.com/organization/softline-aa2b,,"Cloud Data Services, Consulting, Information Technology, Network Security, Software",https://www.softline-group.de/,"Leipzig, Sachsen, Germany","Softline specializes in information technology, software asset management, IT security, cloud datacenter, and managed IT services.","580,830",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,year,,251-500,,,,,,
rejustify,https://www.crunchbase.com/organization/rejustify,"rejustify.com -developed an AI-enhanced ETL tool (Extract-Transform-Load), working as a subscription based SaaS, -enables to find, merge and rejustify data sets in real-time, from multiple sources in just few clicks, -for data scientists, researchers, financial analysts, businesses, banks and asset managers, -saves data cleansing and formatting time, accesses primary sources in real-time and eliminates manual errors, -makes clients data-driven, keeping them focused on their businesses to take consistent actions and informed decisions.","Analytics, Artificial Intelligence, Big Data, Cloud Data Services, Data Integration, Information Technology, Machine Learning, SaaS, Software",https://rejustify.com,"Luxembourg, Luxembourg, Luxembourg",AI-driven data solutions for data access and cloud architecture.,"581,662",,,,,,,,,,,,,European Union (EU),Active,2019-05-08,day,,1-10,,,,,,
Untangl,https://www.crunchbase.com/organization/untangl,"Getting external data from multiple sources transformed to your requirements remains a huge challenge for the insurance sector.  Untangler automatically recognises and converts external spreadsheet data to your internal standards so you and your team don't waste valuable time on reformatting and validation tasks. Whether you need data to prepare quotes, write insurance cover, analyse data or to feed legacy systems, Untangler automatically delivers the right results in seconds, all without the need to configure or build custom interfaces.","Cloud Data Services, Information Technology, InsurTech, Software",https://untangl.co.uk/untangler,"London, England, United Kingdom","Untangler® - An intelligent, visual approach to spreadsheet transformation","582,923",,,,,,,,,,,,,,Active,2015-02-01,day,2,1-10,"Richard Stewart, Steve Carter",,,,,
Quotation Factory,https://www.crunchbase.com/organization/quotation-factory,,"CAD, Cloud Data Services, Software",https://www.quotationfactory.com/en/,"Eindhoven, Noord-Brabant, The Netherlands",Quotation Factory is a software in the cloud that helps reduce manual quotation work in metalworking industry.,"597,354",,,,,,,,,,,,,European Union (EU),Active,2018-01-01,year,,11-50,,,,,,
Meteors,https://www.crunchbase.com/organization/meteors,,"Cloud Data Services, CRM, Software",http://meteors-data.com,"La Madeleine, Haute-Normandie, France","Meteors is a data agency that specializes in CRM, data training and development, mobile and data management platform.","608,799",,,,,,,,,,,,,European Union (EU),Active,2012-12-12,day,,11-50,,,,,,
Noon Care,https://www.crunchbase.com/organization/noon-care,"Noon Care created a revolutionary solution for assistance, dedicated to family caregivers, where technology is at the service of serenity. Noon Care offers you a digital store accessible from any smartphone and allows you to purchase innovative support services that client can program and manage remotely, which you can check the effectiveness at any time.  ","Cloud Data Services, Family, Information Technology, Internet of Things, Mobile Devices",https://noon.care/,"Milan, Lombardia, Italy",Italy based provider of a mobile platform.,"611,947",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,2,1-10,"Adam James Cavallari, Andrea Alessandri",,,,,
RIVIAM Digital Care,https://www.crunchbase.com/organization/riviam-digital-care,"RIVIAM Digital Care is a secure cloud platform and digital services for health and social care organizations. RIVIAM’s digital platform gives our customers the flexibility and speed of delivery they need to make better use of their resources, build on information within existing NHS systems and deliver joined-up care with joined-up information.","Cloud Data Services, Developer Platform, Health Care",http://www.riviam.com/,"Bath, Bath and North East Somerset, United Kingdom",RIVIAM Digital Care is a secure cloud platform and digital services for health and social care organizations.,"616,406",,,,,,,,,,,,,,Active,2013-01-01,year,1,11-50,Paul Targett,,,,,
Ozein,https://www.crunchbase.com/organization/ozein,,"Cloud Computing, Cloud Data Services, Information Technology, Software",https://ozein.es,"Sevilla, Andalucia, Spain","Ozein is a cloud service provider that specializes in implementation, training and support of cloud technology.","621,013",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,year,,11-50,,,,,,
IDDQD Limited,https://www.crunchbase.com/organization/iddqd-limited,,"Cloud Data Services, Geospatial, Information Technology, Location Based Services, SaaS, Software, Web Apps",https://iddqd.org,"London, England, United Kingdom",IDDQD provides global geolocation and address SaaS solutions,"622,400",,,,,,,,,,,,,,Active,2012-11-09,day,1,1-10,Christopher Blanchard,,,,,
Green Code,https://www.crunchbase.com/organization/green-code,"Green Code provides IT services based on service level agreements. They provide technological systems and infrastructure administration services and are based on the management and maintenance of the applications and computer systems. They also provide cloud services, e-commerce services, human resource management, and build custom applications.","Cloud Data Services, Information Technology, Software, Web Development",http://www.green-code.es,"Las Rozas De Madrid, Madrid, Spain",Green Code IT service company that provide cloud service.,"627,615",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,11-50,,,,,,
Piezos Technology Solutions,https://www.crunchbase.com/organization/piezos-technology-solutions,"Piezos Technology Solutions provides cloud computing solutions and services that take full advantage of the power of information technology. Piezos Technology Solutions provides software, cloud solutions, and services around the world. They are committed to providing their clients with the most technologically innovative and cost-effective IT and software solutions and have been providing services to across a broad spectrum of industries, including banking and finance, health care, manufacturing and distributions, transportation, and logistics and services. They specialize in providing IT solutions to businesses and services.","Cloud Data Services, Consulting, Information Technology, IT Management, Software",https://piezostechnology.com,"Miusinsk, Luhans'ka Oblast', Ukraine","Piezos Technology Solutions provides cloud-based solutions, and services that strategically utilize information technology.","627,789",,,,,,,,,,,,,,Active,2013-01-01,year,,11-50,,,,,,
iXDev,https://www.crunchbase.com/organization/ixdev,,"Accounting, Apps, Cloud Data Services, Enterprise Resource Planning (ERP), Point of Sale, SaaS, Software",https://www.ixdev.uk,"London, England, United Kingdom",iXDev avails small and medium businesses that fixate digital transformation with cloud SaaS solutions and business applications.,"631,196",,,,,,,,,,,,,,Active,2015-01-01,year,,101-250,,3,,,,
sFTP App,https://www.crunchbase.com/organization/sftp-app,,"Cloud Data Services, Internet",https://www.sftpapp.com/,"Colchester, Essex, United Kingdom","sFTP App is an FTP, SFTP, FTPIS, FTPES, SSH client with a modern interface.","641,551",,,,,,,,,,,,,,Active,2013-08-01,day,1,1-10,Danny Broadbent,,,,,
Doit.io,https://www.crunchbase.com/organization/doit-io,"Doit is the new and easy way to get organized. Manage anything from big projects to personal moments. From sharing a grocery list, plan a vacation to running a small business, Doit has you covered.","Cloud Data Services, Information Technology, Software",https://doit.io,"Stockholm, Stockholms Lan, Sweden","Doit.io is a cloud-based application that offers to take notes, manage projects, share ideas, and collaborate services.","645,274",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2019-09-09,day,2,1-10,"Johan Malmberg, Jon Malmberg",,,,,
Stadyum,https://www.crunchbase.com/organization/stadyum,"Most of sport clubs in the CEE region have limited information about shopping behavior of their customers – fans. That is ridiculous, keeping in mind the possibilities of information technologies we have nowadays. And even if the club has these information, these records are typically saved in separated tabular tools. This makes it difficult to be used and also increases rate of mistakes in data, so clubs cannot communicate with fans personally. We bring to clubs well-structured and self-filling database system about their customers and their purchases and other activities. The club is now able to meet its customers, track their loyalty and use these data to send targeted business messages which increase sales in reality. This effectivity is fully measurable, so it is able to count financial benefit of each customer, respectively of whole system Stadyum CRM to the club. Stadyum CRM is a web application connected to ticketing and merchandising systems of clubs via API. It receives personalized data which are analyzed and processed into statistics. We connect them with every home match of the club and add factors affecting attendance in the stadium. These combined data are used for targeted emails. In future, we plan to use it for SMS, smartphone notifications and messages via Messenger, Whatsapp or Viber in omnichannel model. We also collect feedback from attendees to provide better services in the stadium, because it is important to track the satisfaction of customers in any business. It helps to improve services of refreshment, security guards or cleanliness of the stadium (seats, toilets etc.). It is also a new channel how to get a direct contact of fans when you motivate them to fill the form e.g. by next match tickets lottery. In next section, we analyze variable aspects of tickets and season tickets like pre-sales or passing customers through turnstiles before a match. And of course, there is a comparison of match attendances and its revenues. In general, club managers will get complete, central overview on their customers (like regular fans, season ticket holders, partners and other stakeholders) and their purchases.","Advertising Platforms, Analytics, App Marketing, B2B, B2C, Big Data, Business Development, Business Information Systems, Business Intelligence, Cloud Data Services, Consulting, Consumer Research, CRM, Customer Service, Digital Marketing, Email, Email Marketing, eSports, Event Management, Event Promotion, Events, Food and Beverage, Food Delivery, Hockey, Information Technology, Leisure, Marketing, Marketing Automation, Messaging, Public Relations, SaaS, Sales, Sales Automation, SMS, Social Media, Software, Sports, Ticketing",http://stadyumcrm.com,"Prague, Hlavni mesto Praha, Czech Republic",Smart CRM system for sports club management and refreshment delivery to seat.,"645,842",,,,,,,,,,,,,European Union (EU),Active,2013-11-01,month,3,1-10,"Adam Borovský, Michal Kožuch, Petr Križek",,,,,
P3KI,https://www.crunchbase.com/organization/p3ki,,"Cloud Data Services, Consulting, Information Technology, Internet of Things, Software, Software Engineering",https://p3ki.com,"Berlin, Berlin, Germany","P3KI offers cross-domain access delegation, IoT, software development, and consulting services.","656,700",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
